CHEM,CHEMID,CASNUM,TODAY,INITIALS,USERID,CREATED,MODIFIED
"ACETYLPYRROLE","ACETYLPYRROLE","","","","DBMUQS","20-SEP-02",""
"ACONOSINE","ACONOSINE","","","","DBMUQS","20-SEP-02",""
"ACYLPHLOROGLUCIDES","ACYLPHLOROGLUCIDES","","","","DBMUQS","20-SEP-02",""
"AFROMORSIN","AFROMORSIN","","","","DBMUQS","20-SEP-02",""
"AFZERIN","AFZERIN","","","","DBMUQS","20-SEP-02",""
"AGLAIOL","AGLAIOL","","","","DBMUQS","20-SEP-02",""
"AGLAIONDIOL","AGLAIONDIOL","","","","DBMUQS","20-SEP-02",""
"AGLANTHIN","AGLANTHIN","","","","DBMUQS","20-SEP-02",""
"AGLEPTIN","AGLEPTIN","","","","DBMUQS","20-SEP-02",""
"AJUGOL-ACETATE","AJUGOLACETATE","","","","DBMUQS","20-SEP-02",""
"AKUAMMIGINE","AKUAMMIGINE","","","","DBMUQS","20-SEP-02",""
"ALBIGENIN","ALBIGENIN","","","","DBMUQS","20-SEP-02",""
"ALKYL-NITRILES","ALKYLNITRILES","","","","DBMUQS","20-SEP-02",""
"ALLIUM-CEPA-POLYSACCHARIDE","ALLIUMCEPAPOLYSACCHARIDE","","","","DBMUQS","20-SEP-02",""
"ALLIUM-FRUCTAN","ALLIUMFRUCTAN","","","","DBMUQS","20-SEP-02",""
"ALLIUM-SATIVUM-LECTIN-ASA-III","ALLIUMSATIVUMLECTINASAIII","","","","DBMUQS","20-SEP-02",""
"ALLYL-ALLIIN","ALLYLALLIIN","","","","DBMUQS","20-SEP-02",""
"ALLYL-PROPENYL-DISULFIDE","ALLYLPROPENYLDISULFIDE","","","","DBMUQS","20-SEP-02",""
"ALLYL-THIOCYANATE","ALLYLTHIOCYANATE","","","","DBMUQS","20-SEP-02",""
"ALLYLANISOL","ALLYLANISOL","","","","DBMUQS","20-SEP-02",""
"ALNUSTONE","ALNUSTONE","","","","DBMUQS","20-SEP-02",""
"ALOE-CHRYSONE","ALOECHRYSONE","","","","DBMUQS","20-SEP-02",""
"ALOE-POLYSACCHARIDE","ALOEPOLYSACCHARIDE","","","","DBMUQS","20-SEP-02",""
"ALOERESIN-D","ALOERESIND","","","","DBMUQS","20-SEP-02",""
"ALOIN-A","ALOINA","","","","DBMUQS","20-SEP-02",""
"ALOIN-B","ALOINB","","","","DBMUQS","20-SEP-02",""
"ALPHA-CARVONE","ALPHACARVONE","","","","DBMUQS","20-SEP-02",""
"ALPHA-COPAENE-11-OL","ALPHACOPAENE11OL","","","","DBMUQS","20-SEP-02",""
"ALPHA-FENCHONE","ALPHAFENCHONE","","","","DBMUQS","20-SEP-02",""
"ALPHA-HYDROXYCONESSINE","ALPHAHYDROXYCONESSINE","","","","DBMUQS","20-SEP-02",""
"ALPHA-LIPOIC-ACID","ALPHALIPOICACID","","","","DBMUQS","20-SEP-02",""
"ALPHA-NEPETALACTONE","ALPHANEPETALACTONE","","","","DBMUQS","20-SEP-02",""
"ALPHA-POROIDINE","ALPHAPOROIDINE","","","","DBMUQS","20-SEP-02",""
"ALPHA-TARAXASTEROL","ALPHATARAXASTEROL","","","","DBMUQS","20-SEP-02",""
"ALYSSONOSIDE","ALYSSONOSIDE","","","","DBMUQS","20-SEP-02",""
"AMINOBUTYRATE","AMINOBUTYRATE","","","","DBMUQS","20-SEP-02",""
"ANEMARAN-B","ANEMARANB","","","","DBMUQS","20-SEP-02",""
"ANEMARSAPONIN-A2","ANEMARSAPONINA2","","","","DBMUQS","20-SEP-02",""
"ANEMARSAPONIN-G","ANEMARSAPONING","","","","DBMUQS","20-SEP-02",""
"ANEMOSIDE-A-3","ANEMOSIDEA3","","","","DBMUQS","20-SEP-02",""
"ANETHOFURAN","ANETHOFURAN","","","","DBMUQS","20-SEP-02",""
"ANGELICOYLPETASIN","ANGELICOYLPETASIN","","","","DBMUQS","20-SEP-02",""
"ANGELOYLAJADIN","ANGELOYLAJADIN","","","","DBMUQS","20-SEP-02",""
"ANGEOLIDE","ANGEOLIDE","","","","DBMUQS","20-SEP-02",""
"ANHYDROLYCODOLINE","ANHYDROLYCODOLINE","","","","DBMUQS","20-SEP-02",""
"ANNOFOLINE","ANNOFOLINE","","","","DBMUQS","20-SEP-02",""
"ANOLIGAN-B","ANOLIGANB","","","","DBMUQS","20-SEP-02",""
"ANONACEIN","ANONACEIN","","","","DBMUQS","20-SEP-02",""
"ANTHAEA-MUCILAGE","ANTHAEAMUCILAGE","","","","DBMUQS","20-SEP-02",""
"ANTIDYSENTERICINE","ANTIDYSENTERICINE","","","","DBMUQS","20-SEP-02",""
"APIGENIN-3-O-GLUCOSIDE","APIGENIN3OGLUCOSIDE","","","","DBMUQS","20-SEP-02",""
"APIGENIN-4,6-C-GLUCOSYL-8-C-ARABINOSIDE","APIGENIN46CGLUCOSYL8CARABINOSIDE","","","","DBMUQS","20-SEP-02",""
"APIGENIN-5-O-GLUCOSIDE","APIGENIN5OGLUCOSIDE","","","","DBMUQS","20-SEP-02",""
"APIGENIN-7-O-ALPHA-L-ARABINOSIDE","APIGENIN7OALPHALARABINOSIDE","","","","DBMUQS","20-SEP-02",""
"APIGENIN-7-O-GLYCOSIDE","APIGENIN7OGLYCOSIDE","","","","DBMUQS","20-SEP-02",""
"APIGENIN-8-C-GLUCOSYL-O-RHAMNOSIDE","APIGENIN8CGLUCOSYLORHAMNOSIDE","","","","DBMUQS","20-SEP-02",""
"APIOLIQUIRITIN","APIOLIQUIRITIN","","","","DBMUQS","20-SEP-02",""
"AQUIFOLINE","AQUIFOLINE","","","","DBMUQS","20-SEP-02",""
"ARABINOXYLAN","ARABINOXYLAN","","","","DBMUQS","20-SEP-02",""
"ARACHIDYL-ALCOHOL","ARACHIDYLALCOHOL","","","","DBMUQS","20-SEP-02",""
"ARJUNAGENIN","ARJUNAGENIN","","","","DBMUQS","20-SEP-02",""
"ARJUNETIN","ARJUNETIN","","","","DBMUQS","20-SEP-02",""
"ARJUNGLUCOSIDE-III","ARJUNGLUCOSIDEIII","","","","DBMUQS","20-SEP-02",""
"ARJUNIC-ACID","ARJUNICACID","","","","DBMUQS","20-SEP-02",""
"ARJUNOLIC-ACID-SAPONIN","ARJUNOLICACIDSAPONIN","","","","DBMUQS","20-SEP-02",""
"ARJUNOLONE","ARJUNOLONE","","","","DBMUQS","20-SEP-02",""
"ARJUNOSIDE-I","ARJUNOSIDEI","","","","DBMUQS","20-SEP-02",""
"ARJUNOSIDE-IV","ARJUNOSIDEIV","","","","DBMUQS","20-SEP-02",""
"AROMADENDRIN-3-O-BETA-GALACTOSIDE","AROMADENDRIN3OBETAGALACTOSIDE","","","","DBMUQS","20-SEP-02",""
"ARTEANNUIC-ACID","ARTEANNUICACID","","","","DBMUQS","20-SEP-02",""
"ARTEMIDINAL","ARTEMIDINAL","","","","DBMUQS","20-SEP-02",""
"ARTOCARPESIN","ARTOCARPESIN","","","","DBMUQS","20-SEP-02",""
"ASADISULFIDE","ASADISULFIDE","","","","DBMUQS","20-SEP-02",""
"ASARESINOTANNOID-B","ASARESINOTANNOIDB","","","","DBMUQS","20-SEP-02",""
"ASCARIDOLE-ISOMER","ASCARIDOLEISOMER","","","","DBMUQS","20-SEP-02",""
"ASPALATHIN","ASPALATHIN","","","","DBMUQS","20-SEP-02",""
"ASPERUOSIDIC-ACID","ASPERUOSIDICACID","","","","DBMUQS","20-SEP-02",""
"ASPINIDOL","ASPINIDOL","","","","DBMUQS","20-SEP-02",""
"ASTRAGALUS-SAPONIN-I","ASTRAGALUSSAPONINI","","","","DBMUQS","20-SEP-02",""
"ASTRAMEMBRANIN-II","ASTRAMEMBRANINII","","","","DBMUQS","20-SEP-02",""
"ATRACTYLIGENIN","ATRACTYLIGENIN","","","","DBMUQS","20-SEP-02",""
"ATROVIRIDIN","ATROVIRIDIN","","","","DBMUQS","20-SEP-02",""
"AUCUBIN-6-XYLOSIDE","AUCUBIN6XYLOSIDE","","","","DBMUQS","20-SEP-02",""
"AURANTIAMIDE-II","AURANTIAMIDEII","","","","DBMUQS","20-SEP-02",""
"AUROXANTHIN-2","AUROXANTHIN2","","","","DBMUQS","20-SEP-02",""
"AVENIC-ACID-A","AVENICACIDA","","","","DBMUQS","20-SEP-02",""
"AVOCADENE","AVOCADENE","","","","DBMUQS","20-SEP-02",""
"AVOCADINEOFURAN","AVOCADINEOFURAN","","","","DBMUQS","20-SEP-02",""
"AVOCADYNE","AVOCADYNE","","","","DBMUQS","20-SEP-02",""
"AVOCADYNOFURAN","AVOCADYNOFURAN","","","","DBMUQS","20-SEP-02",""
"AVOCADYNONE-ACETATE","AVOCADYNONEACETATE","","","","DBMUQS","20-SEP-02",""
"AVOCATINS","AVOCATINS","","","","DBMUQS","20-SEP-02",""
"AZULENOGENIC-HYDROCARBON","AZULENOGENICHYDROCARBON","","","","DBMUQS","20-SEP-02",""
"BACOGENIN-A1","BACOGENINA1","","","","DBMUQS","20-SEP-02",""
"BACOGENIN-A2","BACOGENINA2","","","","DBMUQS","20-SEP-02",""
"BACOGENIN-A3","BACOGENINA3","","","","DBMUQS","20-SEP-02",""
"BACOGENIN-A4","BACOGENINA4","","","","DBMUQS","20-SEP-02",""
"BACOSIDE-A","BACOSIDEA","","","","DBMUQS","20-SEP-02",""
"BACOSIDE-B","BACOSIDEB","","","","DBMUQS","20-SEP-02",""
"BADRAKEMIN","BADRAKEMIN","","","","DBMUQS","20-SEP-02",""
"BADRAKEMIN-ACETATE","BADRAKEMINACETATE","","","","DBMUQS","20-SEP-02",""
"BAICALEIN-7-O-BETA-D-GLUCOPYRANOSIDE","BAICALEIN7OBETADGLUCOPYRANOSIDE","","","","DBMUQS","20-SEP-02",""
"BAICALEIN-7-O-BETA-D-GLUCOSIDE","BAICALEIN7OBETADGLUCOSIDE","","","","DBMUQS","20-SEP-02",""
"BAICALEIN-GLUCOSIDE","BAICALEINGLUCOSIDE","","","","DBMUQS","20-SEP-02",""
"BAICALIN-GLUCURONIDE","BAICALINGLUCURONIDE","","","","DBMUQS","20-SEP-02",""
"BAICALIN-METHYL-ESTER","BAICALINMETHYLESTER","","","","DBMUQS","20-SEP-02",""
"BAICALINASE","BAICALINASE","","","","DBMUQS","20-SEP-02",""
"BAKKENOLIDE","BAKKENOLIDE","","","","DBMUQS","20-SEP-02",""
"BAKUCHALCONE","BAKUCHALCONE","","","","DBMUQS","20-SEP-02",""
"BAKUCHICHIN","BAKUCHICHIN","","","","DBMUQS","20-SEP-02",""
"BAKUCHIOL-ACETATE","BAKUCHIOLACETATE","","","","DBMUQS","20-SEP-02",""
"BALANOPHORIN","BALANOPHORIN","","","","DBMUQS","20-SEP-02",""
"BALCHANOLIDE-ACETATE","BALCHANOLIDEACETATE","","","","DBMUQS","20-SEP-02",""
"BALLONIGRINE","BALLONIGRINE","","","","DBMUQS","20-SEP-02",""
"BALUCHISTINE","BALUCHISTINE","","","","DBMUQS","20-SEP-02",""
"BARBALOIN-A","BARBALOINA","","","","DBMUQS","20-SEP-02",""
"BASSEOL","BASSEOL","","","","DBMUQS","20-SEP-02",""
"BAUERENOL","BAUERENOL","","","","DBMUQS","20-SEP-02",""
"BAURENOL","BAURENOL","","","","DBMUQS","20-SEP-02",""
"BAVACOUMESTAN-A","BAVACOUMESTANA","","","","DBMUQS","20-SEP-02",""
"BAVACOUMESTAN-B","BAVACOUMESTANB","","","","DBMUQS","20-SEP-02",""
"BELAMCANDOQUINONE-A","BELAMCANDOQUINONEA","","","","DBMUQS","20-SEP-02",""
"BELAMCANDOQUINONE-B","BELAMCANDOQUINONEB","","","","DBMUQS","20-SEP-02",""
"BELAMCANGENIN-O-GLUCOSIDE","BELAMCANGENINOGLUCOSIDE","","","","DBMUQS","20-SEP-02",""
"BELAMCANIDIN","BELAMCANIDIN","","","","DBMUQS","20-SEP-02",""
"BELLERICANIN","BELLERICANIN","","","","DBMUQS","20-SEP-02",""
"BENZENE-ACETALDEHYDE","BENZENEACETALDEHYDE","","","","DBMUQS","20-SEP-02",""
"BENZOIC-ACID-PENTYL-ESTER","BENZOICACIDPENTYLESTER","","","","DBMUQS","20-SEP-02",""
"BENZOIC-ACID-PROPYL-ESTER","BENZOICACIDPROPYLESTER","","","","DBMUQS","20-SEP-02",""
"BENZOYL-(S),(-)-MALIC-ACID","BENZOYLSMALICACID","","","","DBMUQS","20-SEP-02",""
"BENZOYLMESOTARTARIC-ACID","BENZOYLMESOTARTARICACID","","","","DBMUQS","20-SEP-02",""
"BENZYLALDEHYDE","BENZYLALDEHYDE","","","","DBMUQS","20-SEP-02",""
"BETA-2-BISABOLENE","BETA2BISABOLENE","","","","DBMUQS","20-SEP-02",""
"BETA-AMYRENOL","BETAAMYRENOL","","","","DBMUQS","20-SEP-02",""
"BETA-DAMISCENONE","BETADAMISCENONE","","","","DBMUQS","20-SEP-02",""
"BETA-DIHYDROPSEUDOIONONE","BETADIHYDROPSEUDOIONONE","","","","DBMUQS","20-SEP-02",""
"BETA-FRUCTOFURANOSIDASES","BETAFRUCTOFURANOSIDASES","","","","DBMUQS","20-SEP-02",""
"BETA-GURJENENE","BETAGURJENENE","","","","DBMUQS","20-SEP-02",""
"BETA-HYDROXYCITRONELLAL","BETAHYDROXYCITRONELLAL","","","","DBMUQS","20-SEP-02",""
"BETA-ISOCOMENE","BETAISOCOMENE","","","","DBMUQS","20-SEP-02",""
"BETA-MYRCENE-HYDROPEROXIDE","BETAMYRCENEHYDROPEROXIDE","","","","DBMUQS","20-SEP-02",""
"BETA-NEPETALACTONE","BETANEPETALACTONE","","","","DBMUQS","20-SEP-02",""
"BETA-QUINOVINE","BETAQUINOVINE","","","","DBMUQS","20-SEP-02",""
"BETA-SITOSTANOL","BETASITOSTANOL","","","","DBMUQS","20-SEP-02",""
"BETA-SITOSTEROL-3-O-DIGLUCOSIDE","BETASITOSTEROL3ODIGLUCOSIDE","","","","DBMUQS","20-SEP-02",""
"BETA-SITOSTEROL-3-O-MYRISTYL-BETA-GLUCOSIDES","BETASITOSTEROL3OMYRISTYLBETAGLUCOSIDES","","","","DBMUQS","20-SEP-02",""
"BETA-SITOSTEROL-GLUCOSIDES","BETASITOSTEROLGLUCOSIDES","","","","DBMUQS","20-SEP-02",""
"BETA-TAGETONE","BETATAGETONE","","","","DBMUQS","20-SEP-02",""
"BETULINALDEHYDE","BETULINALDEHYDE","","","","DBMUQS","20-SEP-02",""
"BETULINOL","BETULINOL","","","","DBMUQS","20-SEP-02",""
"BICASCAROSIDE-AB","BICASCAROSIDEAB","","","","DBMUQS","20-SEP-02",""
"BICASCAROSIDE-AD","BICASCAROSIDEAD","","","","DBMUQS","20-SEP-02",""
"BICASCAROSIDE-BD","BICASCAROSIDEBD","","","","DBMUQS","20-SEP-02",""
"BICASCAROSIDE-CD","BICASCAROSIDECD","","","","DBMUQS","20-SEP-02",""
"BICYCLOMAHANIMBENE","BICYCLOMAHANIMBENE","","","","DBMUQS","20-SEP-02",""
"BICYCLOMAHANIMBICINE","BICYCLOMAHANIMBICINE","","","","DBMUQS","20-SEP-02",""
"BICYCLOMAHANIMBINE","BICYCLOMAHANIMBINE","","","","DBMUQS","20-SEP-02",""
"BIOCHANIN-A-7-O-BETA-D-GLUCOSIDE-6''-O-MALONATE","BIOCHANINA7OBETADGLUCOSIDE6OMALONATE","","","","DBMUQS","20-SEP-02",""
"BIOCHANIN-A-7-O-GLUCOSIDE","BIOCHANINA7OGLUCOSIDE","","","","DBMUQS","20-SEP-02",""
"BIXORELLIN","BIXORELLIN","","","","DBMUQS","20-SEP-02",""
"BLESTRIARENE-C","BLESTRIARENEC","","","","DBMUQS","20-SEP-02",""
"BUDDLEJASAPONIN","BUDDLEJASAPONIN","","","","DBMUQS","20-SEP-02",""
"BUT-3-EN-2-ONE","BUT3EN2ONE","","","","DBMUQS","20-SEP-02",""
"BUTA-1,3-DIENYLBENZENE","BUTA13DIENYLBENZENE","","","","DBMUQS","20-SEP-02",""
"BUTAN-1-OL-ACETATE","BUTAN1OLACETATE","","","","DBMUQS","20-SEP-02",""
"BUTANAL-3-METHYL","BUTANAL3METHYL","","","","DBMUQS","20-SEP-02",""
"BUTYL-BENZENE","BUTYLBENZENE","","","","DBMUQS","20-SEP-02",""
"BUTYROSPERMENONE","BUTYROSPERMENONE","","","","DBMUQS","20-SEP-02",""
"BYAKANGELICIN-2'-O-ISOVALERATE","BYAKANGELICIN2OISOVALERATE","","","","DBMUQS","20-SEP-02",""
"CACTICIN","CACTICIN","","","","DBMUQS","20-SEP-02",""
"CAFFEIC-ACID-4-GLUCOSIDE","CAFFEICACID4GLUCOSIDE","","","","DBMUQS","20-SEP-02",""
"CAFFEOYL-MALIC-ACID","CAFFEOYLMALICACID","","","","DBMUQS","20-SEP-02",""
"CALAMENENE-HYDRATE","CALAMENENEHYDRATE","","","","DBMUQS","20-SEP-02",""
"CALSEQUESTRIN","CALSEQUESTRIN","","","","DBMUQS","20-SEP-02",""
"CALYSTEGINE-B2","CALYSTEGINEB2","","","","DBMUQS","20-SEP-02",""
"CALYSTEGINES","CALYSTEGINES","","","","DBMUQS","20-SEP-02",""
"CAMELLIAGENIN-C","CAMELLIAGENINC","","","","DBMUQS","20-SEP-02",""
"CAMPNEOSIDE-I","CAMPNEOSIDEI","","","","DBMUQS","20-SEP-02",""
"CANABISPIRAN","CANABISPIRAN","","","","DBMUQS","20-SEP-02",""
"CANNABAMINE-B","CANNABAMINEB","","","","DBMUQS","20-SEP-02",""
"CANNABAMINE-D","CANNABAMINED","","","","DBMUQS","20-SEP-02",""
"CANNABICHROMENIC-ACID","CANNABICHROMENICACID","","","","DBMUQS","20-SEP-02",""
"CANNABICITRAN","CANNABICITRAN","","","","DBMUQS","20-SEP-02",""
"CANNABICOUMARONIC-ACID","CANNABICOUMARONICACID","","","","DBMUQS","20-SEP-02",""
"CANNABICYCLOLIC-ACID","CANNABICYCLOLICACID","","","","DBMUQS","20-SEP-02",""
"CANNABIDIOLIC-ACID-TETRAHYDRO-CANNABITRIOL-ESTER","CANNABIDIOLICACIDTETRAHYDROCANNABITRIOLESTER","","","","DBMUQS","20-SEP-02",""
"CANNABIDIVAROL","CANNABIDIVAROL","","","","DBMUQS","20-SEP-02",""
"CANNABIELSOIC-ACID-A","CANNABIELSOICACIDA","","","","DBMUQS","20-SEP-02",""
"CANNABIELSOIN","CANNABIELSOIN","","","","DBMUQS","20-SEP-02",""
"CANNABIFURAN","CANNABIFURAN","","","","DBMUQS","20-SEP-02",""
"CANNABIGEROVARIN","CANNABIGEROVARIN","","","","DBMUQS","20-SEP-02",""
"CANNABIGEROVARINIC-ACID","CANNABIGEROVARINICACID","","","","DBMUQS","20-SEP-02",""
"CANNABINEROLIC-ACID","CANNABINEROLICACID","","","","DBMUQS","20-SEP-02",""
"CANNABINOL-MONOMETHYL-ETHER","CANNABINOLMONOMETHYLETHER","","","","DBMUQS","20-SEP-02",""
"CANTONIENSISTRIOL","CANTONIENSISTRIOL","","","","DBMUQS","20-SEP-02",""
"CAR-2-ENE","CAR2ENE","","","","DBMUQS","20-SEP-02",""
"CARBOXYLIC-ACIDS","CARBOXYLICACIDS","","","","DBMUQS","20-SEP-02",""
"CARNOSIC-ACID-METHYL-ESTER","CARNOSICACIDMETHYLESTER","","","","DBMUQS","20-SEP-02",""
"CARVACROL-ACETATE","CARVACROLACETATE","","","","DBMUQS","20-SEP-02",""
"CARVONE-OXIDE","CARVONEOXIDE","","","","DBMUQS","20-SEP-02",""
"CARVYL-ACETATE-II","CARVYLACETATEII","","","","DBMUQS","20-SEP-02",""
"CARYOPHYLLENE-2,6-BETA-OXIDE","CARYOPHYLLENE26BETAOXIDE","","","","DBMUQS","20-SEP-02",""
"CARYOPHYLLENE-I","CARYOPHYLLENEI","","","","DBMUQS","20-SEP-02",""
"CASCAROSIDE-C","CASCAROSIDEC","","","","DBMUQS","20-SEP-02",""
"CASCAROSIDE-F","CASCAROSIDEF","","","","DBMUQS","20-SEP-02",""
"CASEARBORIN-C","CASEARBORINC","","","","DBMUQS","20-SEP-02",""
"CASEARBORIN-E","CASEARBORINE","","","","DBMUQS","20-SEP-02",""
"CASTANOGENOL","CASTANOGENOL","","","","DBMUQS","20-SEP-02",""
"CASTARALESIDE-H","CASTARALESIDEH","","","","DBMUQS","20-SEP-02",""
"CATHARTICIN","CATHARTICIN","","","","DBMUQS","20-SEP-02",""
"CATINCIN","CATINCIN","","","","DBMUQS","20-SEP-02",""
"CEMBRENE","CEMBRENE","","","","DBMUQS","20-SEP-02",""
"CEPAENE-1","CEPAENE1","","","","DBMUQS","20-SEP-02",""
"CEPAENE-2-A","CEPAENE2A","","","","DBMUQS","20-SEP-02",""
"CEPAENE-3","CEPAENE3","","","","DBMUQS","20-SEP-02",""
"CEPANONE","CEPANONE","","","","DBMUQS","20-SEP-02",""
"CEREBROSIDES","CEREBROSIDES","","","","DBMUQS","20-SEP-02",""
"CERYL-ALCOHOL-ESTERS","CERYLALCOHOLESTERS","","","","DBMUQS","20-SEP-02",""
"CHAMISSONIN-DIACETATE","CHAMISSONINDIACETATE","","","","DBMUQS","20-SEP-02",""
"CHEBULOSIDE-I","CHEBULOSIDEI","","","","DBMUQS","20-SEP-02",""
"CHEBULOSIDE-II","CHEBULOSIDEII","","","","DBMUQS","20-SEP-02",""
"CHLOROPHYLLINS","CHLOROPHYLLINS","","","","DBMUQS","20-SEP-02",""
"CHOLESTERIL-N-VALERATE","CHOLESTERILNVALERATE","","","","DBMUQS","20-SEP-02",""
"CHOLESTROL","CHOLESTROL","","","","DBMUQS","20-SEP-02",""
"CHOLINE-ACETYLTRANSFERASE","CHOLINEACETYLTRANSFERASE","","","","DBMUQS","20-SEP-02",""
"CHRSANTHENYL-ACETATE","CHRSANTHENYLACETATE","","","","DBMUQS","20-SEP-02",""
"CHRUSAZIN","CHRUSAZIN","","","","DBMUQS","20-SEP-02",""
"CHRYSANDIOL","CHRYSANDIOL","","","","DBMUQS","20-SEP-02",""
"CHRYSANTH-TRANS-ENYL-ACETATE","CHRYSANTHTRANSENYLACETATE","","","","DBMUQS","20-SEP-02",""
"CHRYSANTHEMIN-CHLORIDE","CHRYSANTHEMINCHLORIDE","","","","DBMUQS","20-SEP-02",""
"CHRYSANTHEMONE","CHRYSANTHEMONE","","","","DBMUQS","20-SEP-02",""
"CHRYSANTHEMUM-PARTHENIUM-EN-YNE-BICLCLO-ETHER","CHRYSANTHEMUMPARTHENIUMENYNEBICLCLOETHER","","","","DBMUQS","20-SEP-02",""
"CHRYSANTHEMUM-SESQUITERPENE-LACTONE","CHRYSANTHEMUMSESQUITERPENELACTONE","","","","DBMUQS","20-SEP-02",""
"CHRYSANTHENOL-4-ACETATE","CHRYSANTHENOL4ACETATE","","","","DBMUQS","20-SEP-02",""
"CHRYSANTHENOL-4-BETA-HYDROXY","CHRYSANTHENOL4BETAHYDROXY","","","","DBMUQS","20-SEP-02",""
"CHRYSANTHENOL-ACETATE","CHRYSANTHENOLACETATE","","","","DBMUQS","20-SEP-02",""
"CHRYSANTHENYL-ACETATE-I","CHRYSANTHENYLACETATEI","","","","DBMUQS","20-SEP-02",""
"CHRYSANTHENYL-ACETATE-II","CHRYSANTHENYLACETATEII","","","","DBMUQS","20-SEP-02",""
"CHRYSARTEMIN-A","CHRYSARTEMINA","","","","DBMUQS","20-SEP-02",""
"CHRYSARTEMIN-B","CHRYSARTEMINB","","","","DBMUQS","20-SEP-02",""
"CHRYSIN-6-C-ALPHA-L-ARABINOSIDE-8-C-BETA-D-GLUCOSIDE","CHRYSIN6CALPHALARABINOSIDE8CBETADGLUCOSIDE","","","","DBMUQS","20-SEP-02",""
"CHRYSIN-6-C-BETA-D-GLUCOSIDE","CHRYSIN6CBETADGLUCOSIDE","","","","DBMUQS","20-SEP-02",""
"CHRYSIN-6-C-BETA-D-GLUCOSIDE-8-C-ALPHA-L-ARABINOSIDE","CHRYSIN6CBETADGLUCOSIDE8CALPHALARABINOSIDE","","","","DBMUQS","20-SEP-02",""
"CHRYSIN-7-O-BETA-D-GLUCOSIDE","CHRYSIN7OBETADGLUCOSIDE","","","","DBMUQS","20-SEP-02",""
"CHRYSIN-8-C-BETA-D-GLUCOSIDE","CHRYSIN8CBETADGLUCOSIDE","","","","DBMUQS","20-SEP-02",""
"CHRYSIN-DIMETHYL-ETHER","CHRYSINDIMETHYLETHER","","","","DBMUQS","20-SEP-02",""
"CHRYSOERIOL-7-O-BETA-D-GLUCURONIDE","CHRYSOERIOL7OBETADGLUCURONIDE","","","","DBMUQS","20-SEP-02",""
"CHRYSOERIOL-GLUCOSIDE","CHRYSOERIOLGLUCOSIDE","","","","DBMUQS","20-SEP-02",""
"CHRYSOPHANIC-ACID-DIANTHRONE","CHRYSOPHANICACIDDIANTHRONE","","","","DBMUQS","20-SEP-02",""
"CHRYSOPHANIC-ACID-DIMER","CHRYSOPHANICACIDDIMER","","","","DBMUQS","20-SEP-02",""
"CHRYSOPHANIC-ACID-PHYSCION-DIANTHRONE","CHRYSOPHANICACIDPHYSCIONDIANTHRONE","","","","DBMUQS","20-SEP-02",""
"CHRYSOPHANOL-8-METHYL-ETHER","CHRYSOPHANOL8METHYLETHER","","","","DBMUQS","20-SEP-02",""
"CHRYSOPHANOL-8-O-BETA-D-GLUCOSIDE","CHRYSOPHANOL8OBETADGLUCOSIDE","","","","DBMUQS","20-SEP-02",""
"CICHORALEXIN","CICHORALEXIN","","","","DBMUQS","20-SEP-02",""
"CICHORIOLIDE-A","CICHORIOLIDEA","","","","DBMUQS","20-SEP-02",""
"CICHORIOSIDE-B","CICHORIOSIDEB","","","","DBMUQS","20-SEP-02",""
"CICHORIOSIDE-C","CICHORIOSIDEC","","","","DBMUQS","20-SEP-02",""
"CIMICIFUGENOL","CIMICIFUGENOL","","","","DBMUQS","20-SEP-02",""
"CIMIFUGINE","CIMIFUGINE","","","","DBMUQS","20-SEP-02",""
"CIMITIN","CIMITIN","","","","DBMUQS","20-SEP-02",""
"CINCASSIOL-B-GLYCOSIDE","CINCASSIOLBGLYCOSIDE","","","","DBMUQS","20-SEP-02",""
"CINCASSIOL-C-3-GLYCOSIDE","CINCASSIOLC3GLYCOSIDE","","","","DBMUQS","20-SEP-02",""
"CINCASSIOL-D-2-GLYCOSIDE","CINCASSIOLD2GLYCOSIDE","","","","DBMUQS","20-SEP-02",""
"CINCASSIOL-D-4-GLYCOSIDE","CINCASSIOLD4GLYCOSIDE","","","","DBMUQS","20-SEP-02",""
"CINCHONAIN-1-B","CINCHONAIN1B","","","","DBMUQS","20-SEP-02",""
"CINCHONAMINONE","CINCHONAMINONE","","","","DBMUQS","20-SEP-02",""
"CINCHONINONE","CINCHONINONE","","","","DBMUQS","20-SEP-02",""
"CINNAMIC-ACID-ESTER","CINNAMICACIDESTER","","","","DBMUQS","20-SEP-02",""
"CINNAMIC-ALDEHYDE-CYCLIC-GLYCEROL-1,3-ACETAL","CINNAMICALDEHYDECYCLICGLYCEROL13ACETAL","","","","DBMUQS","20-SEP-02",""
"CINNAMOSIDE","CINNAMOSIDE","","","","DBMUQS","20-SEP-02",""
"CINNAMTANNIN-A3","CINNAMTANNINA3","","","","DBMUQS","20-SEP-02",""
"CINNZEYLANIN","CINNZEYLANIN","","","","DBMUQS","20-SEP-02",""
"CIS-12-OXOPHYTODIENOIC-ACID","CIS12OXOPHYTODIENOICACID","","","","DBMUQS","20-SEP-02",""
"CIS-2-CARVEOL","CIS2CARVEOL","","","","DBMUQS","20-SEP-02",""
"CIS-2-METHYL-2-BUTENOYL-ESTER-NEOPETASOL","CIS2METHYL2BUTENOYLESTERNEOPETASOL","","","","DBMUQS","20-SEP-02",""
