LOCNUM,SOURCE,REPTRYLD,WEEDED,CULVATED,NUM,PLCO,LOCNO,VARYD,ANAVPRCP,BIOTEMP,SOIL,PH,RH,IRRIG,MINTEMP,MAXTEMP,GROWSEAS,YIELDLO,YIELDHI,PARTHARV,NFERT,PFERT,KFERT,PESTCIDE,HERBCIDE,SEEDLVL,MANURE,INTCROP,FUNGCIDE,RATOON,YRSOBS,AMTFERT,FERTRIAL,FROSTCO,ABSMINT,ABSMAXT,OTHFERT,YRW1,YRW2,YRSYLD,Y1YLD,Y2YLD,CONTYLD,CONTWEA,YMATCHW,VERIFIED,EXPTYPE,NTYPE,PTYPE,KTYPE,WEEDNUM,CULTNUM,WSS,TEMPORARY
"18942","XXX","16531","","","2965","92001002","9112","AA","1980","24.6","UHTA","5","","R","","","","","","FR","224","224","224","X","","","","","","","","","","","","","C","","","","","","","","","V","","N","P","K","","","1",""
"18942","XXX","12522","","","2966","92001002","9112","AA","1980","24.6","UHTA","5","","R","","","","","","FR","224","224","224","X","","","","","","","","","","","","","C-FE","","","","","","","","","V","","N","P","K","","","1",""
"18942","XXX","14190","","","2967","92001002","9112","AA","1980","24.6","UHTA","5","","R","","","","","","FR","224","224","224","X","","","","","","","","","","","","","C-MN","","","","","","","","","V","","N","P","K","","","1",""
"18942","XXX","12006","","","2968","92001002","9112","AA","1980","24.6","UHTA","5","","R","","","","","","FR","224","224","224","X","","","","","","","","","","","","","","","","","","","","","","V","","N","P","K","","","1",""
"18942","XXX","","","","2977","283467005","9112","","1980","24.6","UHTA","5","","R","","","","3600","11700","FR","","","","","","","","","","","","","E","","","","LIME","","","","","","","","","V","","","","","","","1",""
"18942","XXX","","","","2976","283455002","9112","","1980","24.6","UHTA","5","","R","","","","7200","8900","PX","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18942","XXX","7300","","","2985","540031016","9112","","1980","24.6","UHTA","5","","R","","","","","","TU","","112","","","","","","","","","","","","","","","","","","","","","","","","V","","","P","","","","1",""
"18942","XXX","4800","","","2986","540031016","9112","","1980","24.6","UHTA","5","","R","","","","","","TU","","0","","","","","","","","","","","","","","","","","","","","","","","","V","","","P","","","","1",""
"18942","XXX","2535","","","2940","38355002","9112","","1980","24.6","UHTA","5","","R","","","","","","SD","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18942","XXX","2662","","","2941","38355002","9112","","1980","24.6","UHTA","5","","0","","","","","","SD","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18942","XXX","","","","2952","44075000","9112","11","1980","24.6","UHTA","5","","R","","","","5500","11900","TU","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18942","XXX","","","","2938","38002001","9112","5","1980","24.6","UHTA","5","","R","","","","5150","7000","SD","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18943","XXX","","","","2992","375035001","9113","","813","25.8","","","","R","20.4","31.2","","8700","13000","FR","","","","","X","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18943","XXX","","","","2989","150008001","9113","","813","25.8","","","","R","20.4","31.2","","10300","31500","RT","X","X","X","","","","","","","","","","","","","","","","","","","","","","","V","","NX","PX","KX","","","1",""
"18943","XXX","","","","2990","226087009","9113","","813","25.8","","","","R","20.4","31.2","","23300","46900","PX","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18943","XXX","60032","","","3000","571052003","9113","","813","25.8","","","","R","20.4","31.2","","","","FR","","","0","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18943","XXX","69664","","","3001","571052003","9113","","813","25.8","","","","R","20.4","31.2","","","","FR","","","112","","","","","","","","","","","","","","","","","","","","","","","V","","","","KO","","","1",""
"18943","XXX","30200","","","2994","520036002","9113","AA","813","25.8","","","","R","20.4","31.2","","","","TU","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18943","XXX","21400","","","2995","520036002","9113","AB","813","25.8","","","","R","20.4","31.2","","","","TU","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18943","XXX","19200","","","2996","520036002","9113","AC","813","25.8","","","","R","20.4","31.2","","","","TU","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18943","XXX","18900","","","2997","520036002","9113","AD","813","25.8","","","","R","20.4","31.2","","","","TU","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18943","XXX","12000","","","2998","520036002","9113","AE","813","25.8","","","","R","20.4","31.2","","","","TU","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18943","XXX","200","","","2999","520036002","9113","AF","813","25.8","","","","R","20.4","31.2","","","","TU","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18943","XXX","","","","2991","338003001","9113","16","813","25.8","","","","R","20.4","31.2","","26700","75100","FR","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18943","XXX","","","","2987","38011001","9113","","813","25.8","","","","R","20.4","31.2","","123000","134000","PX","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18944","XXX","","","","3023","38358001","9114","AA","1594","24.9","MDHF","5.4","82","R","18.9","31","","42202","44464","PL","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18944","XXX","","","","3026","38358004","9114","AA","1594","24.9","MDHF","5.4","82","R","18.9","31","","27261","29904","PL","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18944","XXX","","","","3027","38358013","9114","AA","1594","24.9","MDHF","5.4","82","R","18.9","31","","35190","36019","PL","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18944","XXX","","","","3020","38182001","9114","AA","1594","24.9","MDHF","5.4","82","R","18.9","31","","32435","35482","PX","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18944","XXX","","","","3022","38182004","9114","","1594","24.9","MDHF","5.4","82","R","18.9","31","","30733","30800","PX","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18944","XXX","","","","3029","38360001","9114","AA","1594","24.9","MDHF","5.4","82","R","18.9","31","","36826","38752","PL","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18944","XXX","3041","","","3033","540058001","9114","","1594","24.9","","6","82","0","18.9","31","","","","PX","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18944","XXX","2438","","","3034","540058001","9114","","1594","24.9","","6","82","R","18.9","31","","","","PX","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18944","XXX","","","","3035","540058001","9114","","1594","24.9","MDHF","5.4","82","R","18.9","31","","850","1800","LF","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18944","XXX","","","","3036","540058001","9114","","1594","24.9","MDHF","5.4","82","R","18.9","31","","1232","1904","LF","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18944","XXX","","","","3017","38093002","9114","","1594","24.9","","6","82","2","18.9","31","","5760","6565","SD","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18944","XXX","","","","3018","38093002","9114","13","1594","24.9","MDHF","5.4","82","R","18.9","31","","2923","5532","SD","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18944","XXX","35280","","","3005","38066002","9114","AA","1594","24.9","MDHF","5.4","82","R","18.9","31","","","","PX","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18944","XXX","36690","","","3006","38066002","9114","AB","1594","24.9","MDHF","5.4","82","R","18.9","31","","","","PX","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18944","XXX","40320","","","3007","38066002","9114","AC","1594","24.9","MDHF","5.4","82","R","18.9","31","","","","PX","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18944","XXX","33375","","","3013","38066026","9114","AA","1594","24.9","MDHF","5.4","82","R","18.9","31","","","","PX","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18944","XXX","35775","","","3008","38066004","9114","AA","1594","24.9","MDHF","5.4","82","R","18.9","31","","","","PX","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18944","XXX","36175","","","3009","38066004","9114","AB","1594","24.9","MDHF","5.4","82","R","18.9","31","","","","PX","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18944","XXX","39335","","","3010","38066004","9114","AC","1594","24.9","MDHF","5.4","82","R","18.9","31","","","","PX","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18944","XXX","43950","","","3011","38066004","9114","AD","1594","24.9","MDHF","5.4","82","R","18.9","31","","","","PX","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18944","XXX","53400","","","3012","38066004","9114","AE","1594","24.9","MDHF","5.4","82","R","18.9","31","","","","PX","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18944","XXX","37700","","","3014","38066027","9114","","1594","24.9","MDHF","5.4","82","R","18.9","31","","","","PX","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18944","XXX","38400","","","3015","38075003","9114","","1594","24.9","","6","82","R","18.9","31","","","","PX","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18944","XXX","48500","","","3016","38075003","9114","","1594","24.9","","6","82","0","18.9","31","","","","PX","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18944","XXX","","","","3002","38011001","9114","","1594","24.9","","6","82","6","18.9","31","","151400","156150","PX","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18944","XXX","","","","3003","38011001","9114","","1594","24.9","MDHF","5.4","82","R","18.9","31","","108000","130000","PX","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18944","XXX","","","","3031","44075000","9114","","1594","24.9","MDHF","5.4","82","R","18.9","31","","6026","9027","TU","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18944","XXX","","","","3032","44075000","9114","","1594","24.9","MDHF","5.4","82","R","18.9","31","","2500","14600","TU","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18945","XXX","","","","3087","150008001","9115","","1678","25","OOHE","5.4","","R","19.5","28.5","","3650","13000","RT","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18945","XXX","","","","3088","150008001","9115","","1678","25","OOHE","5.4","","R","19.5","28.5","","20700","42500","RT","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18945","XXX","37800","","","3054","38358001","9115","AB","1678","25","OOHE","5.4","","R","19.5","28.5","","","","PX","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18945","XXX","25200","","","3055","38358001","9115","AB","1678","25","OOHE","5.4","","R","19.5","28.5","","","","PX","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18945","XXX","21300","","","3056","38358001","9115","AB","1678","25","OOHE","5.4","","R","19.5","28.5","","","","PX","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18945","XXX","22200","","","3057","38358004","9115","AA","1678","25","OOHE","5.4","","R","19.5","28.5","","","","PX","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18945","XXX","35100","","","3058","38358004","9115","AA","1678","25","OOHE","5.4","","R","19.5","28.5","","","","PX","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18945","XXX","24000","","","3059","38358004","9115","AA","1678","25","OOHE","5.4","","R","19.5","28.5","","","","PX","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18945","XXX","24400","","","3060","38358013","9115","AA","1678","25","OOHE","5.4","","R","19.5","28.5","","","","PX","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18945","XXX","40500","","","3061","38358013","9115","AA","1678","25","OOHE","5.4","","R","19.5","28.5","","","","PX","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18945","XXX","25400","","","3062","38358013","9115","AA","1678","25","OOHE","5.4","","R","19.5","28.5","","","","PX","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18945","XXX","33200","","","3089","226087009","9115","AA","1678","25","OOHE","5.4","","R","19.5","28.5","","","","PL","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18945","XXX","","","","3090","226087009","9115","AA","1678","25","OOHE","5.4","","R","19.5","28.5","","31200","39500","PL","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18945","XXX","","","","3091","226087009","9115","AB","1678","25","OOHE","5.4","","R","19.5","28.5","","30600","39300","PL","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18945","XXX","32600","","","3092","226087009","9115","AB","1678","25","OOHE","5.4","","R","19.5","28.5","","","","PL","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18945","XXX","","","","3093","226087009","9115","AC","1678","25","OOHE","5.4","","R","19.5","28.5","","34100","38100","PL","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18945","XXX","31100","","","3094","226087009","9115","AC","1678","25","OOHE","5.4","","R","19.5","28.5","","","","PL","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18945","XXX","31000","","","3095","226087009","9115","AD","1678","25","OOHE","5.4","","R","19.5","28.5","","","","PL","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18945","XXX","","","","3096","226087009","9115","AD","1678","25","OOHE","5.4","","R","19.5","28.5","","34700","38800","PL","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18945","XXX","30600","","","3097","226087009","9115","AE","1678","25","OOHE","5.4","","R","19.5","28.5","","","","PL","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18945","XXX","26800","","","3098","226087009","9115","AF","1678","25","OOHE","5.4","","R","19.5","28.5","","","","PL","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18945","XXX","23000","","","3099","226087009","9115","AG","1678","25","OOHE","5.4","","R","19.5","28.5","","","","PL","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18945","XXX","11000","N","N","3100","283458001","9115","AA","1678","25","OOHE","5.4","","R","19.5","28.5","","","","FR","","","","","X","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18945","XXX","9800","N","Y","3101","283458001","9115","AA","1678","25","OOHE","5.4","","R","19.5","28.5","","","","FR","","","","","0","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18945","XXX","10800","","N","3102","283458001","9115","AA","1678","25","OOHE","5.4","","R","19.5","28.5","","","","FR","","","","","0","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18945","XXX","10400","N","N","3103","283458001","9115","AA","1678","25","OOHE","5.4","","R","19.5","28.5","","","","FR","","","","","0","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18945","XXX","5500","","","3104","283458001","9115","AA","1678","25","OOHE","5.4","","R","19.5","28.5","","","","FR","0","168","168","X","","","","","","","","","","","","","","","","","","","","","","V","","N","P","K","","","1",""
"18945","XXX","6050","","","3105","283458001","9115","AA","1678","25","OOHE","5.4","","R","19.5","28.5","","","","FR","0","0","0","X","","","","","","","","","","","","","","","","","","","","","","V","","N","P","K","","","1",""
"18945","XXX","9500","Y","N","3106","283458001","9115","AB","1678","25","OOHE","5.4","","R","19.5","28.5","","","","FR","","","","","0","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18945","XXX","10800","N","N","3107","283458001","9115","AB","1678","25","OOHE","5.4","","R","19.5","28.5","","","","FR","","","","","0","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18945","XXX","11500","N","Y","3108","283458001","9115","AB","1678","25","OOHE","5.4","","R","19.5","28.5","","","","FR","","","","","0","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18945","XXX","13000","N","N","3109","283458001","9115","AB","1678","25","OOHE","5.4","","R","19.5","28.5","","","","FR","","","","","X","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18945","XXX","13600","N","N","3110","283458001","9115","AC","1678","25","OOHE","5.4","","R","19.5","28.5","","","","FR","","","","","X","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18945","XXX","9200","N","Y","3111","283458001","9115","AC","1678","25","OOHE","5.4","","R","19.5","28.5","","","","FR","","","","","0","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18945","XXX","11500","","N","3112","283458001","9115","AC","1678","25","OOHE","5.4","","R","19.5","28.5","","","","FR","","","","","0","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18945","XXX","8300","N","N","3113","283458001","9115","AC","1678","25","OOHE","5.4","","R","19.5","28.5","","","","FR","","","","","0","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18945","XXX","10500","N","Y","3114","283458001","9115","AD","1678","25","OOHE","5.4","","R","19.5","28.5","","","","FR","","","","","0","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18945","XXX","10700","Y","N","3115","283458001","9115","AD","1678","25","OOHE","5.4","","R","19.5","28.5","","","","FR","","","","","0","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18945","XXX","9000","N","N","3116","283458001","9115","AD","1678","25","OOHE","5.4","","R","19.5","28.5","","","","FR","","","","","0","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18945","XXX","12700","N","N","3117","283458001","9115","AD","1678","25","OOHE","5.4","","R","19.5","28.5","","","","FR","","","","","X","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18945","XXX","4600","N","Y","3118","283458001","9115","AE","1678","25","OOHE","5.4","","R","19.5","28.5","","","","FR","","","","","0","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18945","XXX","4500","Y","N","3119","283458001","9115","AE","1678","25","OOHE","5.4","","R","19.5","28.5","","","","FR","","","","","0","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18945","XXX","3500","N","N","3120","283458001","9115","AE","1678","25","OOHE","5.4","","R","19.5","28.5","","","","FR","","","","","0","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18945","XXX","4400","N","N","3121","283458001","9115","AE","1678","25","OOHE","5.4","","R","19.5","28.5","","","","FR","","","","","X","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18945","XXX","3200","N","Y","3122","283458001","9115","AF","1678","25","OOHE","5.4","","R","19.5","28.5","","","","FR","","","","","0","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18945","XXX","3100","Y","N","3123","283458001","9115","AF","1678","25","OOHE","5.4","","R","19.5","28.5","","","","FR","","","","","0","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18945","XXX","2900","N","N","3124","283458001","9115","AF","1678","25","OOHE","5.4","","R","19.5","28.5","","","","FR","","","","","0","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18945","XXX","3900","N","N","3125","283458001","9115","AF","1678","25","OOHE","5.4","","R","19.5","28.5","","","","FR","","","","","X","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18945","XXX","5700","N","Y","3126","283458001","9115","AH","1678","25","OOHE","5.4","","R","19.5","28.5","","","","FR","","","","","0","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18945","XXX","5600","Y","N","3127","283458001","9115","AH","1678","25","OOHE","5.4","","R","19.5","28.5","","","","FR","","","","","0","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18945","XXX","5900","N","N","3128","283458001","9115","AH","1678","25","OOHE","5.4","","R","19.5","28.5","","","","FR","","","","","0","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18945","XXX","6400","N","N","3129","283458001","9115","AH","1678","25","OOHE","5.4","","R","19.5","28.5","","","","FR","","","","","X","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18945","XXX","784","","","3189","571052001","9115","","1678","25","OOHE","5.4","","R","19.5","28.5","","","","FR","","","","0","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18945","XXX","1120","","","3190","571052001","9115","","1678","25","OOHE","5.4","","R","19.5","28.5","","","","FR","","","","X","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18945","XXX","13000","","","3191","571052003","9115","","1678","25","OOHE","5.4","","R","19.5","28.5","","","","FR","","","","X","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18945","XXX","4700","","","3192","571052003","9115","","1678","25","OOHE","5.4","","R","19.5","28.5","","","","FR","","","","0","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18945","XXX","13000","","","3193","571052003","9115","AA","1678","25","OOHE","5.4","","R","19.5","28.5","","","","FR","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18945","XXX","5700","","","3194","571052003","9115","AB","1678","25","OOHE","5.4","","R","19.5","28.5","","","","FR","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18945","XXX","5600","","","3195","571052003","9115","AC","1678","25","OOHE","5.4","","R","19.5","28.5","","","","FR","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18945","XXX","5000","","","3196","571052003","9115","AD","1678","25","OOHE","5.4","","R","19.5","28.5","","","","FR","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18945","XXX","4100","","","3197","571052003","9115","AE","1678","25","OOHE","5.4","","R","19.5","28.5","","","","FR","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18945","XXX","1800","","","3198","571052003","9115","AF","1678","25","OOHE","5.4","","R","19.5","28.5","","","","FR","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18945","XXX","25000","","","3048","38182001","9115","AA","1678","25","OOHE","5.4","","R","19.5","28.5","","","","PX","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18945","XXX","24600","","","3049","38182001","9115","AA","1678","25","OOHE","5.4","","R","19.5","28.5","","","","PX","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18945","XXX","33900","","","3050","38182001","9115","AA","1678","25","OOHE","5.4","","R","19.5","28.5","","","","PX","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18945","XXX","42000","","","3051","38182004","9115","AA","1678","25","OOHE","5.4","","R","19.5","28.5","","","","PX","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18945","XXX","28800","","","3052","38182004","9115","AA","1678","25","OOHE","5.4","","R","19.5","28.5","","","","PX","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18945","XXX","24800","","","3053","38182004","9115","AA","1678","25","OOHE","5.4","","R","19.5","28.5","","","","PX","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18945","XXX","","","","3063","38360001","9115","","1678","25","OOHE","5.4","","R","19.5","28.5","","29000","33100","PX","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18945","XXX","26300","","","3064","38360001","9115","AA","1678","25","OOHE","5.4","","R","19.5","28.5","","","","PX","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18945","XXX","35700","","","3065","38360001","9115","AA","1678","25","OOHE","5.4","","R","19.5","28.5","","","","PX","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18945","XXX","24800","","","3066","38360001","9115","AA","1678","25","OOHE","5.4","","R","19.5","28.5","","","","PX","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18945","XXX","27300","","","3067","38360001","9115","AB","1678","25","OOHE","5.4","","R","19.5","28.5","","","","PX","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18945","XXX","25500","","","3068","38360001","9115","AB","1678","25","OOHE","5.4","","R","19.5","28.5","","","","PX","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18945","XXX","37100","","","3069","38360001","9115","AB","1678","25","OOHE","5.4","","R","19.5","28.5","","","","PX","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18945","XXX","29000","","","3070","38360001","9115","AC","1678","25","OOHE","5.4","","R","19.5","28.5","","","","PX","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18945","XXX","35200","","","3071","38360001","9115","AC","1678","25","OOHE","5.4","","R","19.5","28.5","","","","PX","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18945","XXX","33100","","","3072","38360001","9115","AC","1678","25","OOHE","5.4","","R","19.5","28.5","","","","PX","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18945","XXX","25600","","","3076","38360020","9115","","1678","25","OOHE","5.4","","R","19.5","28.5","","","","PX","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18945","XXX","34700","","","3077","38360020","9115","","1678","25","OOHE","5.4","","R","19.5","28.5","","","","PX","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18945","XXX","23500","","","3078","38360020","9115","","1678","25","OOHE","5.4","","R","19.5","28.5","","","","PX","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18945","XXX","27100","","","3073","38360018","9115","AA","1678","25","OOHE","5.4","","R","19.5","28.5","","","","PX","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18945","XXX","39400","","","3074","38360018","9115","AA","1678","25","OOHE","5.4","","R","19.5","28.5","","","","PX","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18945","XXX","28500","","","3075","38360018","9115","AA","1678","25","OOHE","5.4","","R","19.5","28.5","","","","PX","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18945","XXX","","","","3079","87003001","9115","AA","1678","25","OOHE","5.4","","R","19.5","28.5","","17700","20900","TU","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18945","XXX","","","","3080","87003001","9115","AB","1678","25","OOHE","5.4","","R","19.5","28.5","","14000","27400","TU","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18945","XXX","","","","3081","87003001","9115","AC","1678","25","OOHE","5.4","","R","19.5","28.5","","19700","25000","TU","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18945","XXX","25000","","","3082","87003001","9115","AD","1678","25","OOHE","5.4","","R","19.5","28.5","","","","TU","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18945","XXX","","","","3083","87003001","9115","AE","1678","25","OOHE","5.4","","R","19.5","28.5","","18000","19900","TU","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18945","XXX","10300","","","3084","87003001","9115","AF","1678","25","OOHE","5.4","","R","19.5","28.5","","","","TU","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18945","XXX","","","","3085","87003001","9115","AG","1678","25","OOHE","5.4","","R","19.5","28.5","","21400","32300","TU","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18945","XXX","","","","3086","87003001","9115","AH","1678","25","OOHE","5.4","","R","19.5","28.5","","15200","16400","TU","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
