REFERENCE,LONGREF,NOTE,USERID,CREATED,MODIFIED
NZJ,New Zealand J. Ag. Res. Vol. 38=1995,,DUKE,29-Apr-00,
OG,Organic Gardening (Vol. 43=1996),,DUKE,29-Apr-00,
OI,Osteoporosis International Vol. 8=1998.,,DUKE,29-Apr-00,
OR,Oncol. Res.,,DUKE,29-Apr-00,
P&T,"Pharmacology & Toxicology, 78 (3) = 1996.",,DUKE,29-Apr-00,
PAL,"Lachance, PA. Ed. 1997. Nutraceuticals: Designer Foods III. Garlic, Soy and Licorice. Food and Nutrition Press, Inc. Turnbull, Conn. 06611. 375pp.",,DUKE,29-Apr-00,
PHM,Phytomedicine (Vol. 3=1996),,DUKE,29-Apr-00,
PHR,"Gruenwald, J. et al. 1998. PDR for Herbal Medicine. 1st ed. Medical Economics Co., Montvale, NJ. 1244 pp. (abbreviated as PHR or Physicians Herbal Reference in my mind)",,DUKE,29-Apr-00,
PJB,"Protocol J. Botanical Medicine Vol.1 No. 1, 1995.",,DUKE,29-Apr-00,
POP,"Hostettmann, K., Marston, A., Maillard, M. and Hamburger, M., eds.
1995. Phytochemistry of Plants Used in Traditional Medicine. (Proc. Phytochem. Soc. Eur. 37) Oxford Science Publications. New York. 408 pp.",,DUKE,29-Apr-00,
PP,Polyphenolic Phenom,,DUKE,29-Apr-00,
PPL,"Pharmaceutical and Pharmacological Letters, 7 (4). 1997. 187-190.",,DUKE,29-Apr-00,
PRN,Pharmaceutical Research (New York) VOL14 (3)=1997.,,DUKE,29-Apr-00,
PRO,Prostaglandins Vol 33=1987.,,DUKE,29-Apr-00,
RAT,"Robbers, J. E., Tyler, V. E. 1999. Tyler's Herbs of Choice. The Therapeutic Use of Phytomedicinals. The Hawthorn Herbal Press, Binghamton, NY. 287 pp.",,DUKE,29-Apr-00,
RHE,Rheumatology 38:1088. Vol. 38=1999.,,DUKE,29-Apr-00,
RPL:861,"Link, R. P. 1975. Toxic Plants, Rodenticides, Herbicides and Yellow Fat Disease. Diseases of Swine Dunne HW: Lemon Ad(eds) Iowa State Univ. Press, Ames Iowa, 4th ed.: 861.",,DUKE,29-Apr-00,
SAB,"Sabinsa: A series of well documented proprietary PR booklets,
e.g.Sabinsa Corps. 1998. Bronchial Asthma - Its etiology and control with traditional herbal extracts. Sabinsa Corporation. Piscataway, NJ. 49 pp.",,DUKE,29-Apr-00,
SHT,"Schulz, V,  Hansel, R and Tyler, VE. 1998. Rational Phytotherapy - A Physician's Guide to Herbal Medicine. 3rd ed. 1st English Edition. Translated by Terry C. Telger. Springer Verlag, Heidelberg. 306 pp.",,DUKE,29-Apr-00,
SKN,Sankyo Kenkyusho Nempo,,DUKE,29-Apr-00,
SPJ,Saudi Pharm J.,,DUKE,29-Apr-00,
SYN-X,"Challem, J., Berkson, Burt, and Smith, Melissa Dianne. 2000.
Syndrome X - The complete nutritional program to prevent and reservse insulin resistance. John Wiley & Sons, New York. 272 pp. $24.95",,DUKE,29-Apr-00,
TCM,Teratogen Carcinogen Mutagen.,,DUKE,29-Apr-00,
TCY,Tianran Chanwu Yanjiu Yu Kaifa,,DUKE,29-Apr-00,
TFL,The Felix Letter (No. 86=1995),,DUKE,29-Apr-00,
TMA,"The Medical Adviser. Time-Life Books, Alexandria VA. 1152 pp",,DUKE,29-Apr-00,
TYK,Toyama-Ken Yakuji Kenkyusho Nenpo.,,DUKE,29-Apr-00,
USP,U.S. Patent followed by number.,,DUKE,29-Apr-00,
WAG,"Wright, Jonathan (MD) and Alan Gaby (MD), in ed. The Patient's Book of Natural Healing.(Prima Health, 1999 in ed)",,DUKE,29-Apr-00,
YHH,Yao Hsueh Hsueh Pao.,,DUKE,29-Apr-00,
YK,Yakugaku Kenkyu.,,DUKE,29-Apr-00,
ZNA,Zeitschr. Naturforschung,,DUKE,29-Apr-00,
ZUL,"Hutchings, A, Scott, AH, Lewis, G, and Cunningham, A. 1996. Zulu
Medicinal Plants. An inventory. University of Natal Press, Pietermaritzburg. 450 pp.",,DUKE,29-Apr-00,
Sabinsa,"Majeed, M., Badmaev, V., Prakash, L. 1999. Bioperine - Natures on thermonutrient R/ and natural bioavailability. Sabinsa Inc., Nutriscience Publishers, Inc. Piscataway, NJ. 84 pp.",,DUKE,4-May-00,
TEA,"McKenna, D. J., Hughes, K., and Jones, K. 2000. Green Tea Monograph. Alternative Therapies, 6(3): 61-82.",,DUKE,5-May-00,
JCN,Am. J. Clinical Nutrition,,DUKE,5-May-00,
JCN70:1040,"Dullo, A. G., et al. 1999. Efficacy of a green tea extract rich in catechin polyphenols and caffeine in increasing 24-h energy expenditure and fat oxidation in humans. Am. J. Clinical Nutrition, 70: 1040-1045.",,DUKE,5-May-00,
JAF48:1400,"Engelmeier, D., Hadacek, F., Pacher, T., Vajrodaya, S., and Greger, H. 2000. Cyclopenta[b]benzofurans from Aglaia Species with Pronounced Antifungal Activity against Rice Blast Fungus (Pyricularia grisea). J. Agric. Food Chem., 48(4): 1400-1404.",,DUKE,8-May-00,
MRB,Mardi Res Bull,,DUKE,9-May-00,
MRB62:172,"Omar, S., Idrus, A. Z., Abdul Razak, O. 1978. Extraction and Activity of Bromelain from Pineapple. Mardi Res Bull, 62: 172-179.",,DUKE,9-May-00,
ME,Methods Enzymol,,DUKE,9-May-00,
ME45:475,"Murachi, T. 1976. Bromelain Enzymes. Methods Enzymol, 45: 475.",,DUKE,9-May-00,
"PAT-GER55,405","Roemisch, H. 1965. Bromelin from Pineapples. Patent-Ger, 55,405.",,DUKE,9-May-00,9-May-00
"PAT3,455,787","Makay, N. 1966. Bromelain Extraction from Pineapple Stems. Patent US, 3,455,787.",,DUKE,9-May-00,
BC6:3730,"Murachi, T., Suzuki, A., Takashashi, N. 1967. Evidence for Glycoprotein Nature of Stem Bromelain (Pineapple) Isolation of a Glycopeptide. Biochemistry, 6: 3730.",,DUKE,9-May-00,
KV1984:432,"Khamviwat, V. 1984. The Study of Proteolytic Activity of Pineapple Bromelain in Thailand. Abstract, 10th Conference of Science & Technology Thailand Chiengmai Univ Chiengmai, Thailand, 432-433.",,DUKE,9-May-00,
NS,"Subramanian, N., Cartaxo, M. E. Q., Subramanian, S., DeFarias, J. L. 1978. Study of Bromelain Present in the Pineapple Plant of Paraiba. Cienc Cult, 30: 1326.",,DUKE,9-May-00,
MBD,"Doko, M. B., et al. 1991. Preparation of Proteolytic Enzyme Extracts from Ananas comosus L., Merr. Fruit Juice using Semipermeable Membrane, Ammonium Sulfate Extraction, Centrifugation & Freeze-Drying Processes. Int J Pharmaceut, 763: 199-206.",,DUKE,9-May-00,
PM516:538,"Taussig, S. J., Szekerczes, J., Batkin, S. 1985. Inhibition of Tumour Growth in vitro by Bromelain, an Extract of the Pineapple Plant (Ananas comosus). Planta Medica, 516: 538-539.",,DUKE,9-May-00,
VLS,"Baldini, V. L. S., et al. 1993. Occurrence of Bromelain in Species and Cultivars of Pineapple. Colet Inst Technol Aliment, 231: 44-55.",,DUKE,9-May-00,
JCE24:645,"Pardo, et al. 1998. J Chem Ecol, 24: 645-653.",,DUKE,16-May-00,
TL1979:1641,"Tetrahedron Letters, 1979, p 1641.",See Jim's notes,DUKE,16-May-00,
PC24:491,"Phytochemistry, 24: 491-493. 1985.",,DUKE,16-May-00,
PC23:2387,"Phytochemistry, 23: 2387-2389. 1984.",,DUKE,16-May-00,
PC36:927,"Phytochemistry, 36: 927-929. 1994.",,DUKE,16-May-00,
PC33:1089,"Phytochemistry, 33: 1089-1093. 1993.",,DUKE,16-May-00,
VST352:7,"Tran, V. S. 1997. Study on the Chemical Constituents of Adenosma caeruleum R.B.R. (Scrophulariaceae). Tap Chi Hoa Hoc, 352: 7-8.",,DUKE,16-May-00,16-May-00
CIM,Clinical Immunology (Vol. 95=2000),,DUKE,18-May-00,
CIM95:145,"Utsunomiya, T., et al. 2000. Glycyrrhizin Improves the Resistance of MAIDS Mice to Opportunistic Infection of Candida albicans through the Modulation of MAIDS- Associated Type 2 T Cell Responses. Clinical Immunology, 95(2): 145-155.",,DUKE,18-May-00,
BP53:773,"Pang, L. H., Hoult, J. R. S. 1997. Cytotoxicity to Macrophages of Tetrandrine, an Antisilicosis Alkaloid, Accompanied by an Overproduction of Prostaglandins. Biochem Pharmacol, 53(6): 773-782.",,DUKE,24-May-00,
APN,Acta Pharm Nordica,,DUKE,24-May-00,
APN3:186,"Pongprayoon, U. 1991. Pharmacognostic Studies on the Thai Medicinal Plant Ipomoea pes-caprae (L.) R.BR. (Pak Bung Ta Lae). Acta Pharm Nordica, 3(3). 186 pp.",,DUKE,24-May-00,
PM59:293,"Olsson, E., Holth, A., Kumlin, E., Bohlin, L., Wahlberg, I. 1993. Structure-Related Inhibiting Activity of some Tobacco Cembranoids on the Prostaglandin Synthesis in vitro. Planta Medica, 59(4): 293-295.",,DUKE,24-May-00,
EJP346:103,"Tsai, W.J., Hsieh, H.T., Chen, C.C., Kuo, Y.C., Chen, C.F. 1998. Characterization of the Antiplatelet Effects of (2S)-5-methoxy-6-methylflavan-7-ol from Draconis resina.",,DUKE,24-May-00,
FRBM26:193,"Alanko, J., et al. 1999. Modulation of Arachidonic Acid Metabolism by Phenols: Relation to their Structure and Antioxidant/Proooxidant Properties. Free Radical Biol Med, 26(1/2): 193-201.",,DUKE,24-May-00,
PR11:281,"Ibewuike, J. C., Ogungbamila, F. O., Ogundaini, A. O., Okeke, I. N., Bohlin, L. 1997. Antiinflammatory and Antibacterial Activities of C-methylflavonol from Piliostigma thonningii. Phytotherapy Research, 11(4): 281-284.",,DUKE,24-May-00,
PM52:433,"Lackeman, G. M., Claeys, M., Rwangabo, P. C., Herman, A. G., Vlietinck, A. J. 1986. Cardiovascular Effects of 3-methylquercetin. Planta Medica, 52(6): 433-437.",,DUKE,24-May-00,
PM64:400,"Hiermann, A., Schantl, D. 1998. Antiphlogistic and Antipyretic Activity of Peucedanum ostruthium. Planta Medica, 64(5): 400-403.",,DUKE,24-May-00,
PM57:515,"Pongprayoon, U., Baeckstrom, P., Jacobsson, U., Lindstrom, M., Bohlin, L. 1991. Compounds Inhibiting Prostaglandin Synthesis Isolated from Ipomoea pes-caprae. Planta Medica, 57(6): 515-518.",,DUKE,24-May-00,
ASS547:244,"Kawakishi, S., Morimitsu, Y., Osawa, T. 1994. Chemistry of Ginger Components and Inhibitory Factors of the Arachidonic Acid Cascade. ASC Symp Ser, 547: 244-250.",,DUKE,24-May-00,
EJP237:39,"Hung, H.C., Lai, M.W., Wang, H.R., Chung, Y.L., Hsieh, L.M., Chen, C.C. 1993. Antiproliferative Effect of Esculetin on Vascular Smooth Muscle Cells: Possible Roles of Signal Transduction Pathways. Eur J Pharmacol, 237(1): 39-44.",,DUKE,24-May-00,
ARS:451,"Ferretti, A., Flanagan, V. P. 1996. Antithromboxane Activity of Dietary Alpha-linolenic Acid: A Pilot Study. Prostaglandins Leukotrienes Essential Fatty Acids, 54(6): 451-455. ARS, USDA.",,DUKE,24-May-00,
PC48:495,"Dunstan, C. A., Liu, B., Welch, C. J., Perera, P., Bohlin, L. 1998. Alphitol, a Phenolic Substance from Alphitonia zizyphoides which Inhibits Prostaglandin Biosynthesis in vitro. Phytochemistry, 48(3): 495-497.",,DUKE,24-May-00,
CPB39:2956,"Yao, X. S., et al. 1991. Biologically Active Constituents of Arnebia euchroma: Structure of Arnebinol, an Ansa-Type Monoterpenylbenzenoid with Inhibitory Activity on Prostaglandin Biosynthesis. Chem & Pharm Bull, 39(11): 2956-2961.",,DUKE,24-May-00,
VR,Virus Research,,DUKE,24-May-00,
VR21:213,"Schroder,H.C., Begin,E., Klocking,R., Matthes,E., Sarma,A.S., Gasic,M., Muller,W.E.G.1991.Avarol Restores the Altered Prostaglandin and Leukotriene Metabolism in Monocytes Infected with Human Immunodeficiency Virus Type I. Virus Research, 21(3):213-223.",,DUKE,24-May-00,
CHP12:526,"Huang, C. G., Chu, Z. L., Yang, Z. M. 1991. Effect of Berberine on Synthesis of Platelet TXA2 and Plasma PGI2 in Rabbits. Chung-Kuo Yao Li Hsueh Pao, 12(6): 526-528.",,DUKE,24-May-00,
YHH30:621,"Huang, C., Tunon, H., Bohlin, L. 1995. Anti-Inflammatory Compounds Isolated from Menyanthes trifoliata L. Yao Hsueh Hsueh Pao, 30(8): 621-626.",,DUKE,24-May-00,
AAA42:114,"Backhouse, N., Delporte, C., Givernau, M., Cassels, B. K., Valenzuela, A., Speisky, H. 1994. Anti-Inflammatory and Antipyretic Effects of Boldine. Agents & Actions, 42(3/4): 114-117.",,DUKE,24-May-00,
ARZ46:52,"Obertreis, B., Giller, K., Teucher, T., Behnke, B., Schmitz, H. 1996. Antiphlogistic Effects of Urtica dioica folia Extract in Comparison to Caffeic Malic Acid. Arzneim-Forsch, 46(1): 52-56.",,DUKE,24-May-00,
CR55:259,"Rao, C. V., Rivenson, A., Simi, B., Reddy, B. S. 1995. Chemoprevention of Colon Carcinogenesis by Dietary Curcumin, a Naturally Occurring Plant Phenolic Compound. Cancer Research, 55(2): 259-266.",,DUKE,24-May-00,
JNP59:587,"Ogundaini, A., Farah, M., Perera, P., Samuelsson, G., Bohlin, L. 1996. Isolation of two new Antiinflammatory Biflavanoids from Sarcophyte piriei. J Natural Products, 59(6): 587-590.",,DUKE,24-May-00,
PM60:501,"De Las Heras, B., Hoult, J. R. S. 1994. Non-Cytotoxic Inhibition of Macrophage Eicosanoid Biosynthesis and Effects on Leukocyte Functions and Reactive Oxygen Species of two Novel-Anti-Inflammatory Plant Diterpenoids. Planta Medica, 60(6): 501-506.",,DUKE,24-May-00,
GPH27:629,"Chen, S. J., Wang, M. H., Chen, I. J. 1996. Antiplatelet and Calcium Inhibitory Properties of Eugenol and Sodium Eugenol Acetate. Gen Pharmacol, 27(4): 629-633.",,DUKE,24-May-00,
JPP50:1075,"Fujimoto, Y., et al. 1998. Inhibition of 15-hydroxyprostaglandin Dehydrogenase Activity in Rabbit Gastric Antral Mucosa by Panaxynol Isolated from Oriental Medicines. J Pharmacy & Pharmacology, 50(9): 1075-1078.",,DUKE,24-May-00,
YHH25:412,"Xu, L. N., Yu, W. G., Tian, J. Y., Liu, Q. Y. 1990. Effect of Sodium Ferulate on Arachidonic Acid Metabolism. Yao Hsueh Hsueh Pao, 25(6): 412-416.",,DUKE,24-May-00,
KJG,Korean J Ginseng Science,,DUKE,24-May-00,
KJG16:69,"Park, C. W. 1992. The Effects of Ginseng Components on Arachidonic Acid Metabolism. Korean J Ginseng Science, 16(1): 69-71.",,DUKE,24-May-00,
ZYD6:52,"Zhang, B., Long, K., Jiang, Y. Y. 1992. Effects of Glaucocalyxin a on PAF Biosynthesis and Arachidonic Acid Metabolism in Washed Rabbit Platelets. Zhongguo Yaolixue ye Dulixue Zazhi, 6(1): 52-55.",,DUKE,24-May-00,
KHP,K'o Hsueh T'ung Pao,,DUKE,24-May-00,
KHP:227,"Ren, J., Cheng, J. X., Wang, Z. G. 1988. Effects of Ammonium Glycyrrhizinate on the Synthesis of Prostaglandins E2 and F2-alpha. K'o Hsueh T'ung Pao, (3): 227-229.",,DUKE,24-May-00,
CMJ,Chin Med J,,DUKE,24-May-00,
CMJ104:321,"Xiao, D. M., Wang, X. L., Zhang, J. B., Chen, H. C. 1991. Effects of Gossypol of Phorbol Ester-Calcimycin-induced Prostaglandin Synthesis by Macrophages. Chin Med J, 104(4): 321-325.",,DUKE,24-May-00,
Wang,"Wang, J. P., Ho, T. F., Lin, C. N., Tang, C. M. 1994. Effect of Norathryiol, Isolated from Tripterospermum lanceolatum, on A23 187-Induced Pleurisy and Analgesia in Mice. Naunyn-Schmiedeberg's Arch Pharmacol, 350(1): 90-95.",,DUKE,24-May-00,
ZYD3:96,"Dai, Y., Hang, B. Q., Tan, L. W. 1989. Anti-Inflammatory Effect of Oleanolic Acid. Zhongguo Yaolixue ye Dulixue Zazhi, 3(2): 96-99.",,DUKE,24-May-00,
Zhou,"Zhou, C. C., Sun, X. B., Liu, W., Shi, H. B., Gao, H. B., Miao, Y. B. 1993. Effects of Oleanolic Acid on the Immune Complex Allergic Reaction and Inflammation. J Chin Pharm Sci, 2(1): 69-79.",,DUKE,24-May-00,
ARZ44:1223,"Liu, L, Riese, J., Resch, K., Kaever, V. 1994. Impairment of Macrophage Eicosanoid and Nitric Oxide Production by an Alkaloid from Sinomenium acutum. Arzneim-Forsch, 44(11): 1223-1226.",,DUKE,24-May-00,
CHP12:269,"Li, X. H., Tang, R. 1991. Relationship Between Inhibitory Action of Tanshinone on Neutrophil Function and its Prophylactic Effects on Myocardial Infarction. Chung-Kuo Yao Li Hsueh Pao, 12(3): 269-272.",,DUKE,24-May-00,
BJP,Brit J Pharmacol,,DUKE,24-May-00,
BJP108:100,"MacArthur, H., Hecker, M., Busse, R., Vane, J. R. 1993. Selective Inhibition of Agonist-Induced but not Shear Stress-Dependent Release of Endothelial Autacoids by Thapsigargin. Brit J Pharmacol, 108(1): 100-105.",,DUKE,24-May-00,
PNA97:1433,"Stermitz, F. R., Lorenz, P., Tawara, J. N., Zenewicz, L. A., Lewis, K. 2000. Synergy in a medicinal plant: antimicrobial action of berberine potentiated by 5'-methoxyhydnocarpin, a multidrug pump inhibitor. Proc Natl Acad Sci USA, 97(4): 1433-1437.",,DUKE,25-May-00,
C&EN,Chemical & Engineering News,,DUKE,25-May-00,
C&EN2:6,"Brennan, M. 2000. Plant may hold key to ultimate antibiotic. Chemical & Engineering News, Feb. 21: 6-7.",,DUKE,25-May-00,
PC7:1803,"Lowry, J. B. 1968. The Distribution and Potential Taxonomic Value of Alkylated Ellagic Acids. Phytochemistry, 7(10): 1803-1813.",,DUKE,2-Jun-00,
BRI:22,"Rotenberg, B. and Iachan, A. 1975. Study on the Protein of Brazil Nuts from Para. Inf. Int., 8(7): 22-24.",,DUKE,2-Jun-00,
JNP63:587,"Barrero, A. F., Herrador, M. M., Aalvarez-Manzaneda, R. J., Quiroos, M., Lara, A., Quiilez del Moral, J. 2000. Longipinene Derivatives from Santolina viscosa. J. Natural Products, 63(5): 587-591.",,DUKE,8-Jun-00,
JNP63:599,"Hou, A., Li, M, Jiang, B., Lin, Z., Ji, S., Zhou, Y., Sun, H. 2000. New 7,20:14,20-Diepoxy ent-Kauranoids from Isodon xerophilus. J. Natural Products, 63(5): 599-601.",,DUKE,8-Jun-00,
JNP63:605,"Muhammad, I., El Sayed, K. A., Mossa, J. S., Al-Said, M. S., El-Feraly, F. S., Clark, A. M., Hufford, C. D., Oh, S., Mayer, A. M. 2000. Bioactive 12- Oleanene Triterpene and Secotriterpene Acids from Maytenus undata. J. Natural Products, 63(5): 605-610.",,DUKE,8-Jun-00,
JNP63:616,"Greger, H., Pacher, T., Vajrodaya, S., Bacher, M., Hofer, O. 2000. Infraspecific Variation of Sulfur- Containing Bisamides from Aglaia leptantha. J. Natural Products, 63(5): 616-620.",,DUKE,8-Jun-00,
JNP63:627,"Lin, L., Kuo, Y., Chou, C. 2000. Cytotoxic Biflavonoids from Selaginella delicatula. J. Natural Products, 63(5): 627-630.",,DUKE,8-Jun-00,
JNP63:636,"Weber, S., Puripattanavong, J., Brecht, V., Frahm, A. W. 2000. Phytochemical Investigation of Aglaia rubiginosa. J. Natural Products, 63(5): 636-642.",,DUKE,8-Jun-00,
JNP63:643,"Zhang, P. and Bierer, D. E. 2000. Studies Directed toward the Synthesis of Cryptoheptine. J. Natural Products, 63(5): 643-645.",,DUKE,8-Jun-00,
JNP63:653,"Li, C., Shi, J., Zhang, Y., Zhang, C. 2000. Constituents of Eremurus chinensis. J. Natural Products, 63(5): 653-656.",,DUKE,8-Jun-00,
JNP63:657,"Beutler, J. A., McCall, K. L., Herbert, K., Herald, D. L., Pettit, G. R., Johnson, T., Shoemaker, R. H., Boyd, M. R. 2000. Novel Cytotoxic Diterpenes from Casearia arborea. J. Natural Products, 63(5): 657-661.",,DUKE,8-Jun-00,
JNP63:673,"Jeong, S., Miyamoto, T., Inagaki, M., Kim, Y., Higuchi, R. 2000. Rotundines A-C, Three Novel Sesquiterpene Alkaloids from Cyperus rotundus. J. Natural Products, 63(5): 673-675.",,DUKE,8-Jun-00,
JNP63:676,"Ohtani, I. I., Gotoh, N., Tanaka, J., Higa, T., Gyamfi, M. A., Aniya, Y. 2000. Thonningianins A and B, New Antioxidants from the African Medicinal Herb Thonningia sanguinea. J. Natural Products, 63(5): 676-679.",,DUKE,8-Jun-00,
JNP63:680,"Kang, T., Jeong, S., Ko, W., Kim, N., Lee, B., Inagaki, M., Miyamoto, T., Higuchi, R., Kim, Y. 2000. Cytotoxic Lavandulyl Flavanones from Sphora flavescens. J. Natural Products, 63(5): 680-681.",,DUKE,8-Jun-00,
JNP63:710,"Lee, T., Qiu, F, Waller, G. R., Chou, C. 2000. Three New Flavonol Galloylglycosides from Leaves of Acacia confusa. J. Natural Products, 63(5): 710-712.",,DUKE,8-Jun-00,
JNP63:716,"Olugbade, T. A., Ogundaini, A., Birlirakis, N., Paiis, M., Martin, M. 2000. Petersaponins III and IV, Triterpenoid Saponins from Petersianthus macrocarpus. J. Natural Products, 63(5): 716-719.",,DUKE,8-Jun-00,
JNP63:720,"Shen, Y., Lo, K., Chen, C., Kuo, Y., Hung, M. 2000. New Taxanes with an Opened Oxetane Ring from the Roots of Taxus mairei. J. Natural Products, 63(5): 720-722.",,DUKE,8-Jun-00,
JNP63:723,"Itoh, A., Ikuta, Y., Tanahashi, T., Nagakura, N. 2000. Two Alangium Alkaloids from Alangium lamarckii. J. Natural Products, 63(5): 723-725.",,DUKE,8-Jun-00,
JNP63:726,"Kingston, D. G. I. 2000. Recent Advances in the Chemistry of Taxol. J. Natural Products, 63(5): 726-734.",,DUKE,8-Jun-00,
FFJ12:47,"Bicchi, C., Fresia, M., Rubiolo, P., Monti, D., Franz, C., Goehler, I. 1997. Constituents of Tagetes lucida Cav. ssp. lucida essential oil. Flavor & Fragrance, 12(1): 47-52.",,DUKE,8-Jun-00,
DEM,"Moerman, D. E. 1998. Native American Ethnobotany. Timber Press, Portland Oregon. 1-800-327-5680. $79.95. 927 pp.",,DUKE,9-Jun-00,
LMP,"Perry, Lily M. 1980. Medicinal Plants of East and Southeast Asia. MIT Press. Cambridge, Massachusets. 620 pp.",,DUKE,9-Jun-00,
PC33:925,"Siddiqui, B. S., Usmani, S. B., Begum, S., Siddiqui, S. 1993. Steroidal Alkaloids and an Androstane Derivative from the Bark of Holarrhena pubescens. Phytochemistry, 33(4): 925-928.",,DUKE,10-Jun-00,
JNP57:27,"Siddiqui, B. S., Usmani, S. B., Begum, S., Siddiqui, S. 1994. Steroidal Constituents of Holarrhena pubescens. J. Natural Products, 57(1): 27-31.",,DUKE,10-Jun-00,
PC36:1537,"Begum, S., Usmani, S. B., Siddiqui, B. S., Siddiqui, S. 1994. Alkaloids from the Bark of Holarrhena pubescens. Phpytochemistry, 36(6): 1537-1541.",,DUKE,10-Jun-00,
HET,Heterocycles,,DUKE,10-Jun-00,
HET41:267,"Siddiqui, B. S., Usmani, S. B., Begum, S., Siddiqui, S., Aftab, K., Gilani, A. U. 1995. Hypotensive Constituents from the Bark of Holarrhena pubescens (Holarrhena antidysenterica). Heterocycles, 41(2): 267-276.",,DUKE,10-Jun-00,
INJ34:305,"Houghton, P. J., Diogo, M. L. D. 1996. The Conessine Content of Holarrhena pubescens from Malawi. International J. Pharmacognosy, 34(4): 305-307.",,DUKE,10-Jun-00,
PR14:89,"Sanchez, I., Gomez-Garibay, F., Taboada, J., Ruiz, B. H. 2000. Antiviral Effect of Flavonoids on the Dengue Virus. Phytotherapy Research, 14(2): 89-92.",,DUKE,14-Jun-00,
PR14:93,"Seidel, V., Verholle, M., Malard, Y., Tillequin, F., Fruchart, J-C., Duriez, P., Bailleul, F., Teissier, E. 2000. Phenylpropanoids from Ballota nigra L. Inhibit in vitro LDL Peroxidation. Phytotherapy Research, 14(2): 93-98.",,DUKE,14-Jun-00,
PR14:99,"Rodrigues de Almeida, E., Melo, A. M., Xavier, H. 2000. Toxicological Evaluation of the Hydro- alcohol Extract of the Dry Leaves of Peumus boldus and Boldine in Rats. Phytotherapy Research, 14(2): 99-102.",,DUKE,14-Jun-00,
PR14:103,"Ahmad, M., Akhtar, M. S., Malik, T. G., Gilani, A. H. 2000. Hypoglycaemic Action of the Flavonoid Fraction of Cuminum nigrum Seeds. Phytotherapy Research, 14(2): 103-106.",,DUKE,14-Jun-00,
VVG,"Van Wyk, B. E., Van Oudtshoorn, B. and Gerike, N. 1997. Medicinal Plants of South Africa. Briza Publications, Pretoria. 304 pp.
",,DUKE,23-Jun-00,23-Jun-00
PM61:93,"Fernandez-Matellano, L., Ollivier, E., Diaz-Lanza, A. M., Faure, R., Balansard, G. 1995. Iridoids from Scrophularia scorodonia. Planta Medica, 61(1): 93.",,DUKE,26-Jun-00,
PHZ52:76,"Emam, A. M., Diaz-Lanza, A. M., Matellano-Fernandez, L., Faure, R., Moussa, A. M. Balansard, G. 1997. Biological Activities of Buddlejasaponin Isolated from Buddleja madagascarienis and Scrophularia scorodonia. Pharmazie, 52(1): 76-77.",,DUKE,26-Jun-00,
CIN,Colloq Inst Natl Rech Agron,,DUKE,26-Jun-00,
CIN69:307,"Fernandez, L., Martin, T., Villaescusa, L., Bartolome, C., Rubio, B., Diaz, A. M. 1995. Rosmarinic Acid and Iridoids of Scrophularia scorodonia L. Colloq Inst Natl Rech Agron, 69: 307-308.",,DUKE,26-Jun-00,
PM64:94,"Diaz, A., et al. 1998. Reverse-Phase High Pressure Liquid Chromatographic Analysis of Harpagoside, Scorodioside and Verbascoside from Scrophularia scorodonia: Quantitative Determination of Harpagoside. Planta Medica, 64(1): 94-95.",,DUKE,26-Jun-00,
PC40:1569,"Fernandez, L., Diaz, A. M., Ollivier, E., Faure, R., Balansard, G. 1995. An Iridoid Diglycoside Isolated from Scrophularia scorodonia. Phytochemistry, 40(5): 1569-1571.",,DUKE,26-Jun-00,
PHZ53:427,"De Sandos, J., Fernandez, L., Diaz, A. M., Rubio, B., Ollivier, E., Faure, R., Balansard, G. 1998. Catalpol Glycosides from Scrophularia scorodonia. Pharmazie, 53(6): 427-428.",,DUKE,26-Jun-00,
PM66:324,"Benito, P. B., Lanza, A. M. D., Sen, A. M. S., Galindez, J. D., Matellano, L. F., Gomez, A. S., Martinez, M. J. A. 2000. Effects of some iridoids from plant origin on arachidonic acid metabolism in cellular systems. Planta Medica, 66(4): 324-328.",,DUKE,26-Jun-00,
AJC19:7,"Tongfang, Z., Wang, X. K., Rimando, A. M., Che, C. T. 1990. Studies on the Chemical Constituents and Bioactivities of Mahonia bealei. American Journal Chinese Medicine, 19(1): 7.",,DUKE,28-Jun-00,
PM57:505,"Zhao, T. F., Wang, X. K., Rimando, A. M., Che, C. T. 1991. Folkloric Medicinal Plants: Tinospora sagittata var. cravaniana and Mahonia bealei. Planta Medica, 57(5): 505.",,DUKE,28-Jun-00,
CTY,Chung Ts'ao Yao,,DUKE,28-Jun-00,
CTY22:308,"Liu, M. I., Feng, H. L. 1991. The Alkaloids Content of the Different Parts in Dayecihuangbai (Mahonia fargesii) by HPLC. Chung Ts'ao Yao, 22(7): 308-309.",,DUKE,28-Jun-00,
LOY33:1,"Willaman, J. J., Li, H. L. 1970. Alkaloid-Bearing Plants and their Contained Alkaloids, 1957-1968. Lloydia, 33: 1-286.",,DUKE,28-Jun-00,
HYZ,Huaxi Yaoxue Zazhi,,DUKE,28-Jun-00,
HYZ10:202,"Lu, G. H., Chen, J. M., Wang, L. W., Xiao, P. G. 1995. Chemical Constituents of Mahonia gracilipes (Oliv.) Fedde. Huaxi Yaoxue Zazhi, 10(4): 202-204.",,DUKE,28-Jun-00,
