SUPERACT,ACTIVITY
Macular Degeneration,Antigastritic
Macular Degeneration,Antiinflammatory
Macular Degeneration,Antimaculitic
Macular Degeneration,Antiophthalmic
Macular Degeneration,Antioxidant
Macular Degeneration,Antiradicular
Macular Degeneration,Antiretinopathic
Macular Degeneration,Antiretinotic
Macular Degeneration,Antiscorbutic
Macular Degeneration,COX-2-Inhibitor
Macular Degeneration,Carotenoid-Provider
Macular Degeneration,Circulatory-Stimulant
Macular Degeneration,Collagen-Sparing
Macular Degeneration,Cyclooxygenase-Inhibitor
Macular Degeneration,Digestive
Macular Degeneration,Free-Radical Scavenging
Macular Degeneration,Glutathionigenic
Macular Degeneration,Hemostat
Macular Degeneration,Improve Capillary Fragility
Macular Degeneration,Improve Microcirculation
Macular Degeneration,Increase Alpha-Mannosidase Activity
Macular Degeneration,Increase Catalase Activity
Macular Degeneration,Increase Circulation
Macular Degeneration,Increase Superoxide Dismutase Activity
Macular Degeneration,Proteolytic
Maculitis,Aggregant
Maculitis,Aldose-Reductase-Inhibitor
Maculitis,Anthocyanidin-Rich
Maculitis,Anthocyanoside-Rich
Maculitis,AntiARMD
Maculitis,Antiangiogenic
Maculitis,Anticapillary-Fragility
Maculitis,Anticataract
Maculitis,Antidyspeptic
Maculitis,Antigastritic
Maculitis,Antiinflammatory
Maculitis,Antimaculitic
Maculitis,Antiophthalmic
Maculitis,Antioxidant
Maculitis,Antiradicular
Maculitis,Antiretinopathic
Maculitis,Antiretinotic
Maculitis,Antiscorbutic
Maculitis,COX-2-Inhibitor
Maculitis,Carotenoid-Provider
Maculitis,Carotenoid-Rich
Maculitis,Circulatory-Stimulant
Maculitis,Collagen-Sparing
Maculitis,Cyclooxygenase-Inhibitor
Maculitis,Digestive
Maculitis,Free-Radical Scavenging
Maculitis,Glutathionigenic
Maculitis,Hemostat
Maculitis,Improve Capillary Fragility
Maculitis,Improve Microcirculation
Maculitis,Increase Alpha-Mannosidase Activity
Maculitis,Increase Catalase Activity
Maculitis,Increase Circulation
Maculitis,Increase Superoxide Dismutase Activity
Maculitis,Proteolytic
Malaria,Amebicide
Malaria,Antibacterial
Malaria,Antihepatotoxic
Malaria,Antiinflammatory
Malaria,Antimalarial
Malaria,Antiparasitic
Malaria,Antiplasmodial
Malaria,Antipyretic
Malaria,Antiseptic
Malaria,Antistress
Malaria,Antitrypanosomic
Malaria,Antiviral
Malaria,COX-2-Inhibitor
Malaria,Cyclooxygenase-Inhibitor
Malaria,Hepatoprotective
Malaria,Immunostimulant
Malaria,Larvicide
Malaria,MDR-Inhibitor
Malaria,Nervine
Malaria,Parasiticide
Malaria,Protisticide
Malaria,Trypanosomastat
Mastitis,Antibiotic
Mastitis,Antidermatitic
Mastitis,Antiinflammatory
Mastitis,Antiseptic
Mastitis,Bactericide
Mastitis,COX-2-Inhibitor
Mastitis,Cyclooxygenase-Inhibitor
Mastitis,Demulcent (topical)
Mastitis,Moisturizing
Mastitis,Vulnerary
Melanoma,Alpha-Reductase-Inhibitor
Melanoma,Antiadenomic
Melanoma,Antiangiogenic
Melanoma,Anticancer
Melanoma,Anticancer (Skin)
Melanoma,Anticarcinogenic
Melanoma,Anticarcinomic
Melanoma,Antiedemic
Melanoma,Antiinflammatory
Melanoma,Antileukemic
Melanoma,Antilymphomic
Melanoma,Antilymphosarcomic
Melanoma,Antimelanomic
Melanoma,Antimetastatic
Melanoma,Antimutagenic
Melanoma,Antinitrosaminic
Melanoma,Antioxidant
Melanoma,Antiperoxidant
Melanoma,Antistress
Melanoma,Antitopoisomerase-II
Melanoma,Antitumor
Melanoma,Antitumor (Skin)
Melanoma,Antitumor-Initiator
Melanoma,Antitumor-Promoter
Melanoma,Antiviral
Melanoma,Apoptotic
Melanoma,COX-2-Inhibitor
Melanoma,Cancer-Preventive
Melanoma,Cancerostatic
Melanoma,Carcinostatic
Melanoma,Chemopreventive
Melanoma,Cyclooxygenase-Inhibitor
Melanoma,Immunostimulant
Melanoma,Lipoxygenase-Inhibitor
Melanoma,Lymphagogue
Melanoma,Lymphocytogenic
Melanoma,Lymphogenic
Melanoma,Nervine
Melanoma,Protease-Inhibitor
Melanoma,Topoisomerase-II-Inhibitor
Melanoma,Topoisomerase-II-Poison
Melanoma,Topoisomerase-Inhibitor
Melanoma,Tyrosine-Kinase-Inhibitor
Menopause,Adaptogenic
Menopause,Amphiestrogenic
Menopause,AntiHot-Flash
Menopause,Antiaging
Menopause,Antianxiety
Menopause,Anticlimacteric
Menopause,Antidepressant
Menopause,Antifatigue
Menopause,Antihypogonadic
Menopause,Antiinsomniac
Menopause,Antiinsomnic
Menopause,Antimenopausal
Menopause,Antioxidant
Menopause,Antioxidant Synergist
Menopause,Antistress
Menopause,Antistressor
Menopause,Anxiolytic
Menopause,Aphrodisiac
Menopause,Capillarifortificant
Menopause,Capillariprotective
Menopause,Capillaritonic
Menopause,Cerebrotonic
Menopause,Circulatory-Stimulant
Menopause,Endocrinprotective
Menopause,Endorphinogenic
Menopause,Endrocrin-Tonic
Menopause,Energizer
Menopause,Estrogen
Menopause,Estrogen-Agonist
Menopause,Estrogenic
Menopause,Free-Radical Scavenging
Menopause,Hepatotonic
Menopause,Homeostatic
Menopause,Hormonal
Menopause,Hormone
Menopause,Hormone Balancing
Menopause,Memory-Enhancer
Menopause,Osteogenic
Menopause,Phytoestrogenic
Menopause,Phytohormonal
Menopause,Phytohormone
Menopause,Pituitary-sensitizer
Menopause,Progesteronigenic
Menopause,Progestrogenic
Menopause,Stimulant
Menopause,Tocopherol-Synergist
Menopause,Tonic
Menopause,Uterotonic
Menopause,Vasculoprotective
Menopause,Vasoprotective
Migraine,5-HT-Inhibitor
Migraine,Analgesic
Migraine,Anesthetic
Migraine,Anti-5-HT
Migraine,Anticephalgic
Migraine,Antiinflammatory
Migraine,Antimigraine
Migraine,Antimyalgic
Migraine,Antineuralgic
Migraine,Antinociceptive
Migraine,Antispasmodic
Migraine,Arteriodilator
Migraine,COX-2-Inhibitor
Migraine,Counterirritant
Migraine,Cyclooxygenase-Inhibitor
Migraine,Myorelaxant
Migraine,Sedative
Migraine,Spasmolytic
Migraine,Tranquilizer
Migraine,Vasodilator
Motion Sickness,Analgesic
Motion Sickness,Anesthetic
Motion Sickness,Antiemetic
Motion Sickness,Antinauseant
Motion Sickness,Antinociceptive
Motion Sickness,Carminative
Motion Sickness,Narcotic
Motion Sickness,Nervine
Motion Sickness,Sedative
Motion Sickness,Tonic
Motion Sickness,Tranquilizer
Multiple Sclerosis,Analgesic
Multiple Sclerosis,Analgesic-Synergist
Multiple Sclerosis,Anesthetic
Multiple Sclerosis,AntiCIC
Multiple Sclerosis,AntiMS
Multiple Sclerosis,Antianorexic
Multiple Sclerosis,Antiapoptotic
Multiple Sclerosis,Antiarthritic
Multiple Sclerosis,Antiedemic
Multiple Sclerosis,Antifatigue
Multiple Sclerosis,Antiherpetic
Multiple Sclerosis,Antiinflammatory
Multiple Sclerosis,Antimyelomic
Multiple Sclerosis,Antimyelotoxic
Multiple Sclerosis,Antineuralgic
Multiple Sclerosis,Antineuritic
Multiple Sclerosis,Antinociceptive
Multiple Sclerosis,Antioxidant
Multiple Sclerosis,Antiperoxidant
Multiple Sclerosis,Antirheumatic
Multiple Sclerosis,Antispasmodic
Multiple Sclerosis,Antispasmogenic
Multiple Sclerosis,Antispastic
Multiple Sclerosis,Antistress
Multiple Sclerosis,Antiviral
Multiple Sclerosis,Anxiolytic
Multiple Sclerosis,Apertif
Multiple Sclerosis,COX-2-Inhibitor
Multiple Sclerosis,Cyclooxygenase-Inhibitor
Multiple Sclerosis,Detoxicant
Multiple Sclerosis,Gastrostimulant
Multiple Sclerosis,Glutathionigenic
Multiple Sclerosis,Immunosuppressant
Multiple Sclerosis,Myelinogenic
Multiple Sclerosis,Myorelaxant
Multiple Sclerosis,Nervine
Multiple Sclerosis,Neurogenic
Multiple Sclerosis,Neuroprotective
Multiple Sclerosis,Proteolytic
Multiple Sclerosis,Tonic
Nausea,Analgesic
Nausea,Anesthetic
Nausea,Antiemetic
Nausea,Antinauseant
Nausea,Antinociceptive
Nausea,Carminative
Nausea,Narcotic
Nausea,Nervine
Nausea,Sedative
Nausea,Tonic
Nausea,Tranquilizer
Obesity,Adaptogenic
Obesity,Anorectic
Obesity,Anorexiac
Obesity,Antianxiety
Obesity,Antiappertif
Obesity,Antidepressant
Obesity,Antiedemic
Obesity,Antifeedant
Obesity,Antihypercholesterolemic
Obesity,Antihyperglycemic
Obesity,Antihyperlipidemic
Obesity,Antiobesity
Obesity,Antiorexigenic
Obesity,Antitriglycerides
Obesity,Appetite-Suppressant
Obesity,CNS-Stimulant
Obesity,Catabolic
Obesity,Fat-Burning
Obesity,Fiber-Rich
Obesity,Hypocholesterolemic
Obesity,Hypoglycemic
Obesity,Hypolipidemic
Obesity,Hypotriacylglycerolemic
Obesity,Inhibit Acetyl Coenzyme A
Obesity,Inhibit Citrate Lyase
Obesity,Inhibit Malonyl Coenzyme A
Obesity,Lipolytic
Obesity,Phosphodiesterase-Inhibitor
Obesity,SSRI
Obesity,Serotonergic
Obesity,Serotoninergic
Obesity,Stimulant
Obesity,Stimulate Epinephrine Production
Obesity,Stimulate Norepinephrine Production
Obesity,Stimulate Sympathetic Nervous System
Obesity,Thermogenic
Obesity,Tonic
Ophthalmia,Aggregant
Ophthalmia,Aldose-Reductase-Inhibitor
Ophthalmia,Anthocyanodin
Ophthalmia,Anthocyanoside-Rich
Ophthalmia,Antiangiogenic
Ophthalmia,Anticapillary-Fragility
Ophthalmia,Anticataract
Ophthalmia,Anticonjunctivitic
Ophthalmia,Antimaculitic
Ophthalmia,Antinyctalopic
Ophthalmia,Antiophthalmic
Ophthalmia,Antioxidant
Ophthalmia,Antiretenitic
Ophthalmia,Antiretinopathic
Ophthalmia,Antiscorbutic
Ophthalmia,Carotenoid-Rich
Ophthalmia,Collagen-Sparing
Ophthalmia,Hemostat
Osteoporosis,Antiosteoporotic
Osteoporosis,C-Teleopeptide-Inhibitor
Osteoporosis,Calcium-Sparing
Osteoporosis,Decrease C-Teleopeptide Excretion
Osteoporosis,Decrease Deoxypyridinoline Excretion
Osteoporosis,Deoxypyridinoline-Inhibitor
Osteoporosis,Estrogenic
Osteoporosis,Hormone-Balancing
Osteoporosis,Increase Alkaline Phosphatase
Osteoporosis,Increase Boron Bioavailability
Osteoporosis,Increase Calcium Bioavailability
Osteoporosis,Increase DHEAS
Osteoporosis,Increase Magnesium Bioavailability
Osteoporosis,Increase Manganese Bioavailability
Osteoporosis,Increase Osteocalcin
Osteoporosis,Increase Silicon Bioavailability
Osteoporosis,Increase Vit D Bioavailability
Osteoporosis,Increase Vit K Bioavailability
Osteoporosis,Increase Zinc Bioavailibility
Osteoporosis,Osteoblast Stimulant
Osteoporosis,Osteoclast Suppressant
Osteoporosis,Osteolcalcin Stimulant
Osteoporosis,Phytoestrogenic
Osteoporosis,Provide Boron
Osteoporosis,Provide Calcium
Osteoporosis,Provide Magnesium
Osteoporosis,Provide Manganese
Osteoporosis,Provide Silicon
Osteoporosis,Provide Vit D
Osteoporosis,Provide Vit K
Osteoporosis,Provide Zinc
Osteoporosis,Stimulate Osteoblast Activity
Osteoporosis,Suppress Osteoclast Activity
Otitis/Earache,Analgesic
Otitis/Earache,Anesthetic
Otitis/Earache,Antiallergenic
Otitis/Earache,Antiallergic
Otitis/Earache,Antibacterial
Otitis/Earache,Antibiotic
Otitis/Earache,Antihistaminic
Otitis/Earache,Antiinflammatory
Otitis/Earache,Antimicrobial
Otitis/Earache,Antimycotic
Otitis/Earache,Antinociceptive
Otitis/Earache,Antiotalgic
Otitis/Earache,Antiotitic
Otitis/Earache,Antiototic
Otitis/Earache,Antiseptic
Otitis/Earache,Antiviral
Otitis/Earache,Bactericide
Otitis/Earache,Bacteristat
Otitis/Earache,Decongestant
Otitis/Earache,Demulcent
Otitis/Earache,Fungicide
Otitis/Earache,Fungistat
Otitis/Earache,Hyaluronidase-Inhibitor
Otitis/Earache,Immunostimulant
Otitis/Earache,Viristat
Pain,12-Lipoxygenase-Inhibitor
Pain,Analgesic
Pain,Anesthetic
Pain,Antiinflammatory
Pain,Antileukotriene
Pain,Antinociceptive
Pain,Antispasmodic
Pain,CNS-Depressant
Pain,COX-2-Inhibitor
Pain,Cyclooxygenase-Inhibitor
Pain,Free-Radical Scavenging
Pain,Inhibit 12-Lipoxygenase
Pain,Inhibit AA Series Prostaglandin Synthesis
Pain,Inhibit Cyclooxygenase
Pain,Antiinterleukin-1
Pain,Inhibit Leukotriene Production
Pain,Inhibit Lypoxygenase
Pain,Inhibit Production of Tumor Necrosis Factor
Pain,Inhibit Prostaglandin Synthase
Pain,Lipoxygenase-Inhibitor
Pain,Myorelaxant
Pain,Narcotic
Pain,Nervine
Pain,Sedative
Parkinsons Disease,Antiinflammatory
Parkinsons Disease,Antioxidant
Parkinsons Disease,Antiparkinsonian
Parkinsons Disease,Antiperoxidant
Parkinsons Disease,Antiscorbutic
Parkinsons Disease,Antispasmodic
Parkinsons Disease,Antistress
Parkinsons Disease,COX-2-Inhibitor
Parkinsons Disease,Cyclooxygenase-Inhibitor
Parkinsons Disease,Cytochrome-P450-Inhibitor
Parkinsons Disease,Decrease Glutamate Oxaloacetate Transaminase
Parkinsons Disease,Decrease Glutamate Pyruvate Transaminase
Parkinsons Disease,Detoxicant
Parkinsons Disease,Dopaminergic
Parkinsons Disease,Glutathionigenic
Parkinsons Disease,Improve Cerebral Hypoxia
Parkinsons Disease,Increase Aromatic Amino Acid Decarboxylase Activit
Parkinsons Disease,Increase Glutathione
Parkinsons Disease,Increase Glutathione-S-Transferase (GST) Activity
Parkinsons Disease,Increase Tyrosine Hyroxylase Activity
Parkinsons Disease,Inhibit Cytochrome P-450 Activity
Parkinsons Disease,L-dopaminergic
Parkinsons Disease,MAO-Inhibitor
Parkinsons Disease,Myorelaxant
Parkinsons Disease,Nervine
Parkinsons Disease,Neuroprotective
Parkinsons Disease,Nicotinic
Parkinsons Disease,Sedative
Parkinsons Disease,Spasmolytic
Pneumonia,Antibacterial
Pneumonia,Antibiotic
Pneumonia,Antibronchitic
Pneumonia,Antibronchoconstrictor
Pneumonia,Anticandidosis
Pneumonia,Antiinflammatory
Pneumonia,Antioxidant
Pneumonia,Antipharyngitic
Pneumonia,Antipyretic
Pneumonia,Antiseptic
Pneumonia,Antispasmodic
Pneumonia,Antistress
Pneumonia,Antitussive
Pneumonia,Antiviral
Pneumonia,Bronchodilator
Pneumonia,Bronchorelaxant
Pneumonia,Bronchospasmolytic
Pneumonia,Bronchotonic
Pneumonia,COX-2-Inhibitor
Pneumonia,Candidicide
Pneumonia,Candidistat
Pneumonia,Cyclooxygenase-Inhibitor
Pneumonia,Decongestant
Pneumonia,Expectorant
Pneumonia,Febrifuge
Pneumonia,Immunostimulant
Pneumonia,Interferon-Inducer
Pneumonia,Interferon-Stimulant
Pneumonia,Interferon-Synergist
Pneumonia,Interferonogenic
Pneumonia,MDR-Inhibitor
Pneumonia,Phagocytotic
Pneumonia,Refrigerant
Pneumonia,Viricide
Pneumonia,Viristat
Poison Ivy,Analgesic
Poison Ivy,Anesthetic
Poison Ivy,Antiallergic
Poison Ivy,Antidermatitic
Poison Ivy,Antiedemic
Poison Ivy,Antihistamine
Poison Ivy,Antihistaminic
Poison Ivy,Antiinflammatory
Poison Ivy,Antiitch
Poison Ivy,Antiitching
Poison Ivy,Antinociceptive
Poison Ivy,Astringent
Poison Ivy,COX-2-Inhibitor
Poison Ivy,Cyclooxygenase-Inhibitor
Poison Oak,Analgesic
Poison Oak,Anesthetic
Poison Oak,Antiallergic
Poison Oak,Antidermatitic
Poison Oak,Antiedemic
Poison Oak,Antihistamine
Poison Oak,Antihistaminic
Poison Oak,Antiinflammatory
Poison Oak,Antiitch
Poison Oak,Antiitching
Poison Oak,Antinociceptive
Poison Oak,Astringent
Poison Oak,COX-2-Inhibitor
Poison Oak,Cyclooxygenase-Inhibitor
Poison Sumac,Analgesic
Poison Sumac,Anesthetic
Poison Sumac,Antiallergic
Poison Sumac,Antidermatitic
Poison Sumac,Antiedemic
Poison Sumac,Antihistamine
Poison Sumac,Antihistaminic
Poison Sumac,Antiinflammatory
Poison Sumac,Antiitch
Poison Sumac,Antiitching
Poison Sumac,Antinociceptive
Poison Sumac,Astringent
Poison Sumac,COX-2-Inhibitor
Poison Sumac,Cyclooxygenase-Inhibitor
Premenstrual Syndrome/PMS,Analgesic
Premenstrual Syndrome/PMS,Anesthetic
Premenstrual Syndrome/PMS,AntiPMS
Premenstrual Syndrome/PMS,Antianxiety
Premenstrual Syndrome/PMS,Antidepressant
Premenstrual Syndrome/PMS,Antidysmenorrheic
Premenstrual Syndrome/PMS,Antimenorrhagic
Premenstrual Syndrome/PMS,Antinociceptive
Premenstrual Syndrome/PMS,Antiperiodic
Premenstrual Syndrome/PMS,Antispasmodic
Premenstrual Syndrome/PMS,Anxiolytic
Premenstrual Syndrome/PMS,Diuretic
Premenstrual Syndrome/PMS,Emmenagogue
Premenstrual Syndrome/PMS,Myorelaxant
Premenstrual Syndrome/PMS,Nervine
Premenstrual Syndrome/PMS,Sedative
Premenstrual Syndrome/PMS,Uterosedative
Premenstrual Syndrome/PMS,Uterotonic
Prostatitis,Alpha-Reductase-Inhibitor
Prostatitis,Antiedemic
Prostatitis,Antiinflammatory
Prostatitis,Antiprostaglandin
Prostatitis,Antiprostatitic
Prostatitis,COX-2-Inhibitor
Prostatitis,Cyclooxygenase-Inhibitor
Psoriasis,12-Lipoxygenase-Inhibitor
Psoriasis,Antiallergic
Psoriasis,Antidermatitic
Psoriasis,Antieczemic
Psoriasis,Antiedemic
Psoriasis,Antiinflammatory
Psoriasis,Antikeratotic
Psoriasis,Antileukotriene
Psoriasis,Antioxidant
Psoriasis,Antiperoxidant
Psoriasis,Antiproliferative
Psoriasis,Antiprostaglandin
Psoriasis,Antipsoriac
Psoriasis,Antiradicular
Psoriasis,COX-2-Inhibitor
Psoriasis,Cyclooxygenase-Inhibitor
Psoriasis,Demulcent
Psoriasis,Fiber-Rich
Psoriasis,Free-Radical Scavenging
Psoriasis,Hypotriacylglycerolemic
Psoriasis,Immunosuppressant
Psoriasis,Inhibit AA Series Prostaglandin Synthesis
Psoriasis,Inhibit Production of Tumor Necrosis Factor
Psoriasis,Inhibit Prostaglandin Synthase
Psoriasis,Antiinterleukin-1
Psoriasis,Lipoxygenase-Inhibitor
Psoriasis,Mast-Cell-Stabilizer
Psoriasis,Proteolytic
Psoriasis,cGMP-Inhibitor
Raynauds Disease,12-Lipoxygenase-Inhibitor
Raynauds Disease,Analgesic
Raynauds Disease,Anesthetic
Raynauds Disease,Antinociceptive
Raynauds Disease,Counterirritant
Raynauds Disease,Cyclooxygenase-Inhibitor
Raynauds Disease,EDRF Promoter
Raynauds Disease,Endothelium-Derived Relaxing Factor Promoter
Raynauds Disease,Increase Prostacyclin Activity
Raynauds Disease,Inhibit 12-Lipoxygenase
Raynauds Disease,Inhibit AA Series Prostaglandin Synthesis
Raynauds Disease,Inhibit Cyclooxygenase
Raynauds Disease,Inhibit Lipoxygenase
Raynauds Disease,Inhibit Prostaglandin Synthase
Raynauds Disease,Lipoxygenase-Inhibitor
Raynauds Disease,Venotonic
Rheumatism,12-Lipoxygenase-Inhibitor
Rheumatism,Analgesic
Rheumatism,Anesthetic
Rheumatism,Antiarthritic
Rheumatism,Antidermatitic
Rheumatism,Antiedemic
Rheumatism,Antiinflammatory
Rheumatism,Antinociceptive
Rheumatism,Antiosteoarthritic
Rheumatism,Antiosteotic
Rheumatism,Antiprostaglandin
Rheumatism,Antirheumatalgic
Rheumatism,Antirheumatic
Rheumatism,Antispasmodic
Rheumatism,COX-2-Inhibitor
Rheumatism,Collagenase-Inhibitor
Rheumatism,Controls Substance P
Rheumatism,Counterirritant
Rheumatism,Cyclooxygenase-Inhibitor
Rheumatism,Elastase-Inhibitor
Rheumatism,Inhibit 12-Lipoxygenase
Rheumatism,Inhibit Collagenase
Rheumatism,Inhibit Elastase
Rheumatism,Antiinterleukin-1
Rheumatism,Inhibit Lypoxygenase
Rheumatism,Inhibit Production of Tumor Necrosis Factor
Rheumatism,Inhibit Prostaglandin Synthesis
Rheumatism,Lipoxygenase-Inhibitor
Rheumatism,Myorelaxant
Rheumatism,Nervine
Rheumatism,Prostaglandin Synthesis-Inhibitor
Rheumatism,Prostaglandin-Inhibitor
Rheumatism,Proteolytic
Rheumatism,Spasmolytic
Rheumatism,TNF-Inhibitor
Rheumatism,Tumor Necrosis Factor-Inhibitor
Sepsis,Amebicide
Sepsis,Antibacterial
Sepsis,Antibiotic
Sepsis,Anticandidosis
Sepsis,Antiinflammatory
Sepsis,Antiseptic
Sepsis,Antiviral
Sepsis,COX-2-Inhibitor
Sepsis,Candidicide
Sepsis,Candidistat
Sepsis,Cyclooxygenase-Inhibitor
Sepsis,Fungicide
Sepsis,MDR-Inhibitor
Sepsis,Protisticide
Snakebite,Antibradykinin
Snakebite,Antidote
Snakebite,Antiedemic
Snakebite,Antiinflammatory
Snakebite,Antiophidic
Snakebite,Antiprotease
Snakebite,Antisnakebite
Snakebite,Antitoxin
Snakebite,Antivenom
Snakebite,COX-2-Inhibitor
Snakebite,Circulatory-Depressant
Snakebite,Cyclooxygenase-Inhibitor
Snakebite,Protease-Inhibitor
Snakebite,Proteolytic
Sore,Amebicide
Sore,Analgesic
Sore,Anesthetic
Sore,Antibacterial
Sore,Antibiotic
Sore,Antiedemic
Sore,Antiinflammatory
Sore,Antilymphedemic
Sore,Antinociceptive
Sore,Antipyretic
Sore,Antiseptic
Sore,Antiviral
Sore,Antiyeast
Sore,Astringent
Sore,Bacteristat
Sore,COX-2-Inhibitor
Sore,Circulatory-Stimulant
Sore,Cyclooxygenase-Inhibitor
Sore,Fungicide
Sore,Fungistat
Sore,Immunostimulant
Sore,Lipoxygenase-Inhibitor
Sore,Lymphatic
Sore,MDR-Inhibitor
Sore,Vulnerary
Stomatosis,Analgesic
Stomatosis,Anesthetic
Stomatosis,Antiaphthic
Stomatosis,Antibacterial
Stomatosis,Antibiotic
Stomatosis,Anticandidosis
Stomatosis,Antifungal
Stomatosis,Antigingivitic
Stomatosis,Antihalitosic
Stomatosis,Antiinflammatory
Stomatosis,Antinociceptive
Stomatosis,Antiplaque
Stomatosis,Antiseptic
Stomatosis,Antistomatitic
Stomatosis,Antiyeast
Stomatosis,Astringent
Stomatosis,Bacteristat
Stomatosis,COX-2-Inhibitor
Stomatosis,Candidicide
Stomatosis,Candidistat
Stomatosis,Cyclooxygenase-Inhibitor
Stomatosis,Fungicide
Stomatosis,Fungistat
Stomatosis,Lipoxygenase-Inhibitor
Syndrome X,ACE-Inhibitor
Syndrome X,Aldose-Reductase-Inhibitor
Syndrome X,Anorectic
Syndrome X,Antiaggregant
Syndrome X,Antiapertif
Syndrome X,Antiatherogenic
Syndrome X,Antiatheromic
Syndrome X,Antiatherosclerotic
Syndrome X,Anticapillary-Fragility
Syndrome X,Anticholesteremic
Syndrome X,Antidiabetic
Syndrome X,Antidiabetic (Insulin-Sparing)
Syndrome X,Antifeedant
Syndrome X,Antiglycation
Syndrome X,Antihypercholesterolemic
Syndrome X,Antihyperglycemic
Syndrome X,Antihyperlipidemic
Syndrome X,Antihypertensive
Syndrome X,Antiobesity
Syndrome X,Antiosteoporotic
Syndrome X,Antioxidant
Syndrome X,Antiperoxidant
Syndrome X,Antiradicular
Syndrome X,Antiscorbutic
Syndrome X,Antistress
Syndrome X,Antisyndrome-X
Syndrome X,Antithrombic
Syndrome X,Antitriglyceride
Syndrome X,Beta-Adrenergic Receptor Blocker
Syndrome X,Calcium-Antagonist
Syndrome X,Capillarifortificant
Syndrome X,Capillariprotective
Syndrome X,Capillaritonic
Syndrome X,Cardioprotective
Syndrome X,Cardiotonic
Syndrome X,Catabolic
Syndrome X,Cholesterolytic
Syndrome X,Diuretic
Syndrome X,Glucose-6-Phosphatase-Inhibitor
Syndrome X,Glycogenic
Syndrome X,Hypocholesterolemic
Syndrome X,Hypoglycemic
Syndrome X,Hypotriacylglycerolemic
Syndrome X,Hypotriglyceridemic
Syndrome X,Insulin-Potentiating
Syndrome X,Insulin-Sparing
Syndrome X,Insulinase-Inhibitor
Syndrome X,Insulinic
Syndrome X,Insulinogenic
Syndrome X,Insulinotonic
Syndrome X,Lipolytic
Syndrome X,Myocardiotonic
Syndrome X,PAF-Inhibitor
Syndrome X,SSRI
Syndrome X,Sedative
Syndrome X,Serotoninergic
Syndrome X,Thermogenic
Syndrome X,Tranquilizer
Syndrome X,Triglycerolytic
Syndrome X,Tyrosine-Kinase-Activator
Thrombosis / Blood Clot,Antiaggregant
Thrombosis / Blood Clot,Antiarteriosclerotic
Thrombosis / Blood Clot,Antiatherogenic
Thrombosis / Blood Clot,Antiatheromic
Thrombosis / Blood Clot,Antiatherosclerotic
Thrombosis / Blood Clot,Antiatherotic
Thrombosis / Blood Clot,Anticoagulant
Thrombosis / Blood Clot,Antiedemic
Thrombosis / Blood Clot,Antiembolic
Thrombosis / Blood Clot,Antihypercholesterolemic
Thrombosis / Blood Clot,Antihypertensive
Thrombosis / Blood Clot,Antiischemic
Thrombosis / Blood Clot,Antioxidant
Thrombosis / Blood Clot,Antiplatelet
Thrombosis / Blood Clot,Antistress
Thrombosis / Blood Clot,Antistroke
Thrombosis / Blood Clot,Antithrombic
Thrombosis / Blood Clot,Antithrombotic
Thrombosis / Blood Clot,Arteriodilator
Thrombosis / Blood Clot,Beta-Blocker
Thrombosis / Blood Clot,Calcium-Blocker
Thrombosis / Blood Clot,Calcium-Channel-Blocke
Thrombosis / Blood Clot,Diuretic
Thrombosis / Blood Clot,Hemolytic
Thrombosis / Blood Clot,Hypocholesterolemic
Thrombosis / Blood Clot,Hypotensive
Thrombosis / Blood Clot,Nervine
Thrombosis / Blood Clot,PAF-Inhibitor
Thrombosis / Blood Clot,Vasodilator
Thrombosis / Blood Clot,Vasoprotective
Thrombosis / Blood Clot,Vasorelaxant
Thrombosis / Blood Clot,Vasotonic
Thrombosis / Blood Clot,Venotonic
Toothache,Analgesic
Toothache,Anesthetic
Toothache,Antibacterial
Toothache,Anticandidosis
Toothache,Anticariogenic
Toothache,Antidermatitic
Toothache,Antifungal
Toothache,Antigingivitic
Toothache,Antiinflammatory
Toothache,Antiiodontalgic
Toothache,Antinociceptive
Toothache,Antiodonititic
Toothache,Antioxidant
Toothache,Antiplaque
Toothache,Antiscorbutic
Toothache,Antiseptic
Toothache,Antiyeast
Toothache,Astringent
Toothache,COX-2-Inhibitor
Toothache,Candidicide
Toothache,Candidistat
Toothache,Cyclooxygenase-Inhibitor
Toothache,Fungicide
Toothache,Fungistat
Toothache,Immunostimulant
Toothache,Nervine
Toothache,Vulnerary
UTI,Analgesic
UTI,Anesthetic
UTI,AntiUTI
UTI,Antibacterial
UTI,Antibiotic
UTI,Anticandidosis
UTI,Anticystitic
UTI,Antiinflammatory
UTI,Antinociceptive
UTI,Antiprostaglandin
UTI,Antiprostatitic
UTI,Antiseptic
UTI,Antistress
UTI,Antiurethritic
UTI,Antiyeast
UTI,Astringent
UTI,Bacteristat
UTI,COX-2-Inhibitor
UTI,Candidicide
UTI,Candidistat
UTI,Cyclooxygenase-Inhibitor
UTI,Immunostimulant
UTI,Lipoxygenase-Inhibitor
UTI,MDR-Inhibitor
UTI,Urinary-Acidulant
UTI,Urinary-Antiseptic
UTI,Urine-Acidifier
UTI,Urine-Deodorant
Ulcer,Analgesic
Ulcer,Anesthetic
Ulcer,Antacid
Ulcer,Antibacterial
Ulcer,Antibiotic
Ulcer,Antiinflammatory
Ulcer,Antinociceptive
Ulcer,Antioxidant
Ulcer,Antiprostaglandin
Ulcer,Antiseptic
