AGGNO,CHEM,ACTIVITY,DOSAGE,REFERENCE,MAJORACT,USERID,CREATED,MODIFIED
173117,"TRANS-3,5,4'-TRIHYDROXYSTILBENE",HIF-1alpha-Inhibitor,,X15297429,,DUKE,24-Jul-06,
173118,"TRANS-3,5,4'-TRIHYDROXYSTILBENE",IKB-kinase-Inhibitor,,X15517885,,DUKE,24-Jul-06,
173119,"TRANS-3,5,4'-TRIHYDROXYSTILBENE",JNK-Inhibitor,,X15517885,,DUKE,24-Jul-06,
173120,"TRANS-3,5,4'-TRIHYDROXYSTILBENE",MAPK-Inhibitor,,X15517885,,DUKE,24-Jul-06,
173121,"TRANS-3,5,4'-TRIHYDROXYSTILBENE",NF-kB-Inhibitor,,X16490592 X15517885,,DUKE,24-Jul-06,
173122,"TRANS-3,5,4'-TRIHYDROXYSTILBENE",PKC-Inhibitor,,X15517885,,DUKE,24-Jul-06,
173123,"TRANS-3,5,4'-TRIHYDROXYSTILBENE",PKD-Inhibitor,,X15517885,,DUKE,24-Jul-06,
173124,"TRANS-3,5,4'-TRIHYDROXYSTILBENE",VEGF-Inhibitor,,X15297429,,DUKE,24-Jul-06,
173126,ZINC,Antiangiogenic,,X16606632,,DUKE,24-Jul-06,
173127,ZINC,Antimetastatic,,X16606632,,DUKE,24-Jul-06,
173128,ZINC,NF-kB-Inhibitor,,X16606632,,DUKE,24-Jul-06,
173129,YANGONIN,Myorelaxant,IC50 5 mg/kg ivn mus,HH2,,DUKE,25-Jul-06,
173130,YANGONIN,MAO-B-Inhibitor,,PH2,,DUKE,25-Jul-06,
173131,YANGONIN,Sedative,45 mg/kg ipr,HH2,,DUKE,25-Jul-06,
173132,DESMETHOXYANGONIN,MAO-B-Inhibitor,,PH2,,DUKE,25-Jul-06,
173133,DESMETHOXYANGONIN,Sedative,200 mg/kg ipr,HH2,,DUKE,25-Jul-06,25-Jul-06
173134,DIHYDROKAWAIN,Anticonvulsant,,PH2,,DUKE,25-Jul-06,
173135,DIHYDROKAWAIN,MAO-B-Inhibitor,,PH2,,DUKE,25-Jul-06,
173139,FLAVOKAWAIN-B,Antiinflammatory,,JAF50:701,,DUKE,25-Jul-06,
173140,FLAVOKAWAIN-B,COX-1-Inhibitor,IC77=100 ug/ml,JAF50:701,,DUKE,25-Jul-06,
173141,FLAVOKAWAIN-B,COX-1-Inhibitor,IC55=12.5 ug/ml,JAF50:701,,DUKE,25-Jul-06,
173142,FLAVOKAWAIN-B,COX-2-Inhibitor,IC16=100 ug/ml,JAF50:701,,DUKE,25-Jul-06,
173143,KAWAIN,Antinociceptive,,HH2,,DUKE,25-Jul-06,
173144,KAWAIN,Antiprostaglandin,,JAF50:701,,DUKE,25-Jul-06,
173145,KAWAIN,Antithrombotic,,PH2 JAF50:701,,DUKE,25-Jul-06,
173146,KAWAIN,Anxiolytic,,PH2,,DUKE,25-Jul-06,
173147,KAWAIN,MAO-B-Inhibitor,,PH2,,DUKE,25-Jul-06,
173148,KAWAIN,Myorelaxant,IC50 20 mg/kg ivn mus,HH2,,DUKE,25-Jul-06,
173149,KAWAIN,Analgesic,300 mg/kg ipr mus,HH2 PH2,,DUKE,25-Jul-06,
173150,"3,4-METHYLENE-DIOXYCINNAMIC-ACID-BORNYL-ESTER",Antiinflammatory,,JAF50:701,,DUKE,25-Jul-06,
173151,"3,4-METHYLENE-DIOXYCINNAMIC-ACID-BORNYL-ESTER",COX-1-Inhibitor,IC16=100 ug/ml,JAF50:701,,DUKE,25-Jul-06,
173152,"3,4-METHYLENE-DIOXYCINNAMIC-ACID-BORNYL-ESTER",COX-2-Inhibitor,IC18=100 ug/ml,JAF50:701,,DUKE,25-Jul-06,
173153,"5,7-DIMETHOXYFLAVONE",Antiinflammatory,,JAF50:701,,DUKE,25-Jul-06,
173154,CINNAMIC-ACID-BORNYL-ESTER,Antiinflammatory,,JAF50:701,,DUKE,25-Jul-06,
173155,CINNAMIC-ACID-BORNYL-ESTER,COX-1-Inhibitor,IC66=100 ug/ml,JAF50:701,,DUKE,25-Jul-06,
173156,CINNAMIC-ACID-BORNYL-ESTER,COX-2-Inhibitor,IC19=100 ug/ml,JAF50:701,,DUKE,25-Jul-06,
173157,DIHYDROMETHYSTICIN,Myorelaxant,IC50 20 mg/kg ivn mus,HH2,,DUKE,25-Jul-06,
173158,DIHYDROMETHYSTICIN,MAO-B-Inhibitor,,PH2,,DUKE,25-Jul-06,
173159,METHYSTICIN,Analgesic,360 mg/kg ipr mus,HH2,,DUKE,25-Jul-06,
173160,METHYSTICIN,Antinociceptive,,PH2,,DUKE,25-Jul-06,
173161,METHYSTICIN,MAO-B-Inhibitor,,PH2,,DUKE,25-Jul-06,
173162,METHYSTICIN,Sedative,45 mg/kg ipr,HH2,,DUKE,25-Jul-06,
173163,PINOSTROBIN,Antiinflammatory,,JAF50:701,,DUKE,25-Jul-06,
173164,PINOSTROBIN,COX-1-Inhibitor,IC36=100 ug/ml,JAF50:701,,DUKE,25-Jul-06,
173165,PINOSTROBIN,COX-2-Inhibitor,IC7=100 ug/ml,JAF50:701,,DUKE,25-Jul-06,
173166,PARILLIN,Hemolytic,,JBH,,DUKE,25-Jul-06,
173168,SMILAGENIN,Antidementia,,LYM,,DUKE,25-Jul-06,
173169,SMILAGENIN,Antialzheimeran,,LYM,,DUKE,25-Jul-06,
173170,SMILAGENIN,Cerebrotonic,,LYM,,DUKE,25-Jul-06,
173171,DIHYDROCORYNANTHEINE,Antiarrhythmic,,X10597888,,DUKE,25-Jul-06,
173172,DIHYDROCORYNANTHEINE,(-)-Chronotropic,,X10597888,,DUKE,25-Jul-06,
173192,EPICATECHIN,Anabolic,,X16028976,,DUKE,25-Jul-06,
173193,EPICATECHIN,Antifeedant,,JCE27:251,,DUKE,25-Jul-06,
173194,EPICATECHIN,Antioxidant,IC50=10.2 uM,PR14:501,,DUKE,25-Jul-06,
173195,EPICATECHIN,Antioxidant,3/4 quercetin,JAF49:3653,,DUKE,25-Jul-06,
173196,EPICATECHIN,Interleukin-1-alpha-Inhibitor,,X16248545,,DUKE,25-Jul-06,
173197,EPICATECHIN,Interleukin-6-mRNA-Inhibitor,,X16248545,,DUKE,25-Jul-06,
173198,EPICATECHIN,NO-Inhibitor,,X16248545,,DUKE,25-Jul-06,
173199,EPICATECHIN,TNF-alpha-Inhibitor,,X16248545,,DUKE,25-Jul-06,
173200,HETEROYOHIMBINES,Antihypertensive,,JE36:219,,DUKE,25-Jul-06,
173203,HIRSUTEINE,Calcium-Antagonist,,MCK,,DUKE,25-Jul-06,
173204,HIRSUTEINE,Neuroprotective,,MCK,,DUKE,25-Jul-06,
173205,HIRSUTEINE,Vasodilator,,X2328929,,DUKE,25-Jul-06,
173206,HIRSUTINE,Antiarrhythmic,,X10597888,,DUKE,25-Jul-06,
173207,HIRSUTINE,Dopaminergic,,PH2,,DUKE,25-Jul-06,
173208,HIRSUTINE,(-)-Chronotropic,,X10597888,,DUKE,25-Jul-06,
173209,HIRSUTINE,Neuroprotective,,MCK,,DUKE,25-Jul-06,
173210,HIRSUTINE,Vasodilator,,X2328929,,DUKE,25-Jul-06,
173211,INDOLE,Antibacterial,MBC=800 ug/ml,JNP49:5750,,DUKE,25-Jul-06,
173212,INDOLE,Antisalmonella,MIC=800 ug/ml,JNP49:5750,,DUKE,25-Jul-06,
173213,INDOLE,Antiseptic,800 ug/ml,JNP49:5750,,DUKE,25-Jul-06,
173216,ISOMITRAPHYLLINE,Antileukemic,IC50=45-60 uM/l,PM59:A583,,DUKE,25-Jul-06,
173217,ISOPTEROPODINE,Antileukemic,IC54=25-35 uM/l,PM59:A583,,DUKE,25-Jul-06,
173221,ISORHYNCHOPHYLLINE,Antiarrhythmic,,X12546715,,DUKE,25-Jul-06,
173222,ISORHYNCHOPHYLLINE,Antidementia,,X12895681,,DUKE,25-Jul-06,
173223,ISORHYNCHOPHYLLINE,Antiexcitotoxic,,X12895681,,DUKE,25-Jul-06,
173224,ISORHYNCHOPHYLLINE,Antihypertensive,,X12895681,,DUKE,25-Jul-06,
173225,ISORHYNCHOPHYLLINE,Antiischemic,,X12895681,,DUKE,25-Jul-06,
173226,ISORHYNCHOPHYLLINE,Antioxidant,,X12895681,,DUKE,25-Jul-06,
173227,ISORHYNCHOPHYLLINE,Antiradicular,,X12895681,,DUKE,25-Jul-06,
173228,ISORHYNCHOPHYLLINE,CNS-Depressant,,PM6(3):163,,DUKE,25-Jul-06,
173229,ISORHYNCHOPHYLLINE,Hypotensive,,X14668978,,DUKE,25-Jul-06,
173230,ISORHYNCHOPHYLLINE,Neuroprotective,"100-1,000 uM",MCK,,DUKE,25-Jul-06,
173231,ISORHYNCHOPHYLLINE,Sedative,,PM6(3):163,,DUKE,25-Jul-06,
173232,ISORHYNCHOPHYLLINE,Vasodilator,,X14668978,,DUKE,25-Jul-06,
173233,KAEMPFEROL,Fungicide,20 ug/ml,FNF,,DUKE,25-Jul-06,
173234,KAEMPFEROL,ICAM-1-Inhibitor,,X15322261,,DUKE,25-Jul-06,
173235,KAEMPFEROL,iNOS-Inhibitor,IC50=<15 uM,X10506109,,DUKE,25-Jul-06,
173236,KAEMPFEROL,iNOS-Inhibitor,IC50=13.9 uM,X15832817,,DUKE,25-Jul-06,
173237,KAEMPFEROL,JNK-Inhibitor,,X15322261,,DUKE,25-Jul-06,
173238,KAEMPFEROL,NO-Inhibitor,IC50=13.9 uM,X15832817,,DUKE,25-Jul-06,
173239,KAEMPFEROL,TNF-alpha-Inhibitor,IC50=3.99 uM,JMF6:365,,DUKE,25-Jul-06,
173256,MITRAPHYLLINE,Pesticide,,,,DUKE,26-Jul-06,
173257,MITRAPHYLLINE,Anesthetic,,IWU,,DUKE,26-Jul-06,
173258,MITRAPHYLLINE,Antihypertensive,,IWU,,DUKE,26-Jul-06,
173259,MITRAPHYLLINE,Antileukemic,IC50=60-120 uM/l,PM59:A583,,DUKE,26-Jul-06,
173260,MITRAPHYLLINE,Cardiodepressant,,IWU,,DUKE,26-Jul-06,
173261,MITRAPHYLLINE,CNS-Depressant,,JBH,,DUKE,26-Jul-06,
173262,MITRAPHYLLINE,Myocontractant,,IWU,,DUKE,26-Jul-06,
173263,MITRAPHYLLINE,Protisticide,,IWU,,DUKE,26-Jul-06,
173264,PTEROPODINE,Antitumor,,60P,,DUKE,26-Jul-06,
173265,PTEROPODINE,Cytotoxic,,60P,,DUKE,26-Jul-06,
173268,RHYNCHOPHYLLINE,Anesthetic,,IWU,,DUKE,26-Jul-06,
173269,RHYNCHOPHYLLINE,Antiaggregant,,PH2,,DUKE,26-Jul-06,
173270,RHYNCHOPHYLLINE,Antidementia,,X12895681,,DUKE,26-Jul-06,
173271,RHYNCHOPHYLLINE,Antiexcitotoxic,,X12895681,,DUKE,26-Jul-06,
173272,RHYNCHOPHYLLINE,Antihypertensive,,X12895681 IWU,,DUKE,26-Jul-06,
173273,RHYNCHOPHYLLINE,Antiischemic,,X12895681,,DUKE,26-Jul-06,
173274,RHYNCHOPHYLLINE,Antioxidant,,X12895681,,DUKE,26-Jul-06,
173275,RHYNCHOPHYLLINE,Antipyretic,,JBH,,DUKE,26-Jul-06,
173276,RHYNCHOPHYLLINE,Antiradicular,,X12895681,,DUKE,26-Jul-06,
173277,RHYNCHOPHYLLINE,Antithrombotic,,PH2,,DUKE,26-Jul-06,
173278,RHYNCHOPHYLLINE,Calcium-Blocker,,X12546715,,DUKE,26-Jul-06,
173279,RHYNCHOPHYLLINE,Cardiodepressant,,IWU,,DUKE,26-Jul-06,
173280,RHYNCHOPHYLLINE,Dopaminergic,,PH2,,DUKE,26-Jul-06,
173281,RHYNCHOPHYLLINE,Febrifuge,,PJB1(2):284,,DUKE,26-Jul-06,
173282,RHYNCHOPHYLLINE,Myocontractant,,IWU,,DUKE,26-Jul-06,
173283,RHYNCHOPHYLLINE,Protisticide,,IWU,,DUKE,26-Jul-06,
173284,RHYNCHOPHYLLINE,Serotonergic,,PH2,,DUKE,26-Jul-06,
173285,RHYNCHOPHYLLINE,Uterotonic,,,,DUKE,26-Jul-06,
173286,RHYNCHOPHYLLINE,Vasodilator,,X14668978,,DUKE,26-Jul-06,
173287,SPECIOPHYLLINE,Antileukemic,IC50=60 uM/l,PM59:A583,,DUKE,26-Jul-06,
173288,UNCARINE-F,Antileukemic,IC50=22-29 uM/l,PM59:A583,,DUKE,26-Jul-06,
173289,BETA-EUDESMOL,Neurogenic,,X12023507,,DUKE,17-Sep-06,
173290,BETA-EUDESMOL,Pesticide,,,,DUKE,17-Sep-06,
173291,CATECHOL,Antitumor,,X15712986,,DUKE,17-Sep-06,
173292,CATECHOL,Herbicide,,X15712986,,DUKE,17-Sep-06,
173293,GALLIC-ACID,Antiangiogenic,,X15884816,,DUKE,17-Sep-06,
173294,GALLIC-ACID,Antiescherichic,,PR14:561,,DUKE,17-Sep-06,
173295,GALLIC-ACID,Antioxidant,2/3 BHA,JAF50:889,,DUKE,17-Sep-06,
173296,GALLIC-ACID,Antiperiodontitic,10 ug/ml,X2142592,,DUKE,17-Sep-06,
173297,GALLIC-ACID,Antiproteolytic,10 ug/ml,X2142592,,DUKE,17-Sep-06,
173298,GALLIC-ACID,Antiradicular,IC50=4.9 uM,JAF50:7022,,DUKE,17-Sep-06,
173299,GALLIC-ACID,Candidicide,,PR14:561,,DUKE,17-Sep-06,
173300,GALLIC-ACID,Cytotoxic,500 uM,JAF50:850,,DUKE,17-Sep-06,
173301,GALLIC-ACID,Hepatoprotective,,HDN,,DUKE,17-Sep-06,
173302,GALLIC-ACID,NO-Inhibitor,IC-26=250 uM,JAF50:850,,DUKE,17-Sep-06,
173311,ISOLIQUIRITIGENIN,AntiPAF,,PH2,,DUKE,17-Sep-06,
173312,ISOLIQUIRITIGENIN,Peroxidase-Inhibitor,,PH2,,DUKE,17-Sep-06,
173313,ISOLIQUIRITIGENIN,Apoptotic,,PM67:754,,DUKE,17-Sep-06,
173314,ISOLIQUIRITIGENIN,Cyclooxygenase-Inhibitor,,PH2,,DUKE,17-Sep-06,
173315,ISOLIQUIRITIGENIN,Lipoxygenase-Inhibitor,,PH2,,DUKE,17-Sep-06,
173316,ISOLIQUIRITIGENIN,Quinone-Reductase-Inhibitor,IC50=27.3 uM,JNP66:583,,DUKE,17-Sep-06,
173317,ISOLIQUIRITIGENIN,Quinone-Reductase-Inhibitor,IC76=10 ug/ml,JNP66:583,,DUKE,17-Sep-06,
173318,ISOLIQUIRITIGENIN,Tyrosine-Kinase-Inhibitor,IC50=8.1 uM,X2590456,,DUKE,17-Sep-06,
173319,LUPEOL,Antiprostaglandin,,X11732756,,DUKE,17-Sep-06,
173320,LUPEOL,Antiangiogenic,30-50 ug/ml,PR4:341,,DUKE,17-Sep-06,
173321,LUPEOL,AntiEBV,,JNP65:645,,DUKE,17-Sep-06,
173368,NARINGENIN,Antiacetylcholinesterase,,X14739537,,DUKE,17-Sep-06,
173369,NARINGENIN,Antiaflatoxin,IC50=12 uM,X11714299,,DUKE,17-Sep-06,
173370,NARINGENIN,Antiaflatoxin,IC50=3.37 ppm,X11714299,,DUKE,17-Sep-06,
173371,NARINGENIN,Antialzheimeran,,JAF52:1520,,DUKE,17-Sep-06,
173372,NARINGENIN,Antiamnesic,,JAF52:1520,,DUKE,17-Sep-06,
173373,NARINGENIN,Antiamyloid-Beta,,JAF52:1520,,DUKE,17-Sep-06,
173374,NARINGENIN,Antiescherichic,,X10857921,,DUKE,17-Sep-06,
173375,NARINGENIN,Antiestrogenic,,X12224631,,DUKE,17-Sep-06,
173376,NARINGENIN,Antifibrotic,,X14709902,,DUKE,17-Sep-06,
173377,NARINGENIN,Antiperistaltic,,X14646351,,DUKE,17-Sep-06,
173378,NARINGENIN,Antisindhis,IC50=15 ug/ml,X12520185,,DUKE,17-Sep-06,
173379,NARINGENIN,Antistaphylococcic,,X10857921,,DUKE,17-Sep-06,
173380,NARINGENIN,Antitumor,,JAF47:397,,DUKE,17-Sep-06,
173381,NARINGENIN,Candidicide,,X10857921,,DUKE,17-Sep-06,
173382,NARINGENIN,Embryotoxic,,X14667474,,DUKE,17-Sep-06,
173383,NARINGENIN,Hepatoprotective,IC50=12 uM,X11714299,,DUKE,17-Sep-06,
173384,NARINGENIN,Hepatoprotective,IC50=3.37 ppm,X11714299,,DUKE,17-Sep-06,
173385,NARINGENIN,Neuroprotective,,JAF52:1520,,DUKE,17-Sep-06,
173386,NARINGENIN,P450-Inhibitor,,X9178939,,DUKE,17-Sep-06,
173387,NARINGENIN,Teratogenic,,X14667474,,DUKE,17-Sep-06,
173388,NARINGENIN,TNF-alpha-Inhibitor,IC50=14.41 uM,JMF6:365,,DUKE,17-Sep-06,
173389,P-HYDROXYBENZALDEHYDE,Tyrosinase-Inhibitor,ID50=1.2 mM,JAF47:4574,,DUKE,17-Sep-06,
173390,P-HYDROXYBENZALDEHYDE,Tyrosinase-Inhibitor,"ID50=1,200 uM",JAF51:2837,,DUKE,17-Sep-06,
173391,PTEROSTILBENE,Antimelanomic,40 uM,X15736313,,DUKE,17-Sep-06,
173392,PTEROSTILBENE,Antiradicular,,JAF50:3453,,DUKE,17-Sep-06,
173393,PTEROSTILBENE,Chemopreventive,ED50=5 uM,JAF50:3453,,DUKE,17-Sep-06,
173394,PTEROSTILBENE,COX-1-Inhibitor,IC50=20 uM,JAF50:3453,,DUKE,17-Sep-06,
173395,PTEROSTILBENE,COX-2-Inhibitor,IC50=84 uM,JAF50:3453,,DUKE,17-Sep-06,
173396,PTEROSTILBENE,Cyclooxygenase-Inhibitor,IC50=20-84 uM,JAF50:3453,,DUKE,17-Sep-06,
173397,PTEROSTILBENE,Cytotoxic,,X15736313,,DUKE,17-Sep-06,
173398,PTEROSTILBENE,Hypocholesterolemic,25 ppm diet hamster,X15736313,,DUKE,17-Sep-06,
173399,PTEROSTILBENE,Hypolipidemic,,X15736313,,DUKE,17-Sep-06,
173402,RICINOLEIC-ACID,Prostaglandigenic,,PH2,,DUKE,17-Sep-06,
173403,RICINOLEIC-ACID,Secretogogue,,PH2,,DUKE,17-Sep-06,
173409,(-)-EPICATECHIN,Antileukotriene,,JN132:1825,,DUKE,17-Sep-06,
173410,(-)-EPICATECHIN,Lipoxygenase-1-Inhibitor,IC50=60 mM,X11843182,,DUKE,17-Sep-06,
173411,(-)-EPICATECHIN,5-Lipoxygenase-Inhibitor,IC50=22-50 uM/l,JN132:1825,,DUKE,17-Sep-06,
173414,SEROTONIN,Antidepressant,,ACS791:266,,DUKE,10-Jan-07,
173415,SEROTONIN,Antipredatory,,ACS791:266,,DUKE,10-Jan-07,
173416,SEROTONIN,Antiscoliotic,0.1% diet,ACS791:267,,DUKE,10-Jan-07,
173417,SEROTONIN,Vasoconstrictor,,ACS791:266,,DUKE,10-Jan-07,
173418,(+)-CATECHIN,Neuroprotective,1-10 uM,X11030720,,DUKE,6-Feb-07,
173419,(+)-CATECHIN,NO-Inhibitor,IC11=250 uM,JAF50:850,,DUKE,6-Feb-07,
173420,(+)-GALLOCATECHIN,Antinociceptive,,PR14:401,,DUKE,6-Feb-07,
173421,(+)-GALLOCATECHIN,Antithyrotoxic,,WO2,,DUKE,6-Feb-07,
173422,(+)-GALLOCATECHIN,Bactericide,MIC 250 ug/ml,WO2,,DUKE,6-Feb-07,
173425,(-)-EPIGALLOCATECHIN,Antioxidant,IC50=2.3 uM,PR14:501,,DUKE,6-Feb-07,
173426,(-)-EPIGALLOCATECHIN,Neuroprotective,400 uM,JAF49:6033,,DUKE,6-Feb-07,
173427,(-)-EPIGALLOCATECHIN,Peroxynitrite-Scavenger,IC50=0.228 ug/ml,JAF48:5768,,DUKE,6-Feb-07,
173428,"1,3,5-TRIMETHOXYBENZENE",Antibacterial,,RDF5:101,,DUKE,6-Feb-07,
173429,"2,4,6-TRIMETHOXYPHENOL",Antibacterial,,RDF5:101,,DUKE,6-Feb-07,
173430,BETA-SITOSTEROL-3-O-BETA-D-GLUCOPYRANOSIDE,Antiinflammatory,,FT63(1):3,,DUKE,6-Feb-07,
173431,BETA-SITOSTEROL-3-O-BETA-D-GLUCOPYRANOSIDE,Antiretroviral,,NM48:213,,DUKE,6-Feb-07,
173432,BETA-SITOSTEROL-3-O-BETA-D-GLUCOPYRANOSIDE,Antiviral,,NM48:213,,DUKE,6-Feb-07,
173433,BETAINE,Expectorant,,X15162365,,DUKE,6-Feb-07,
173434,BETAINE,Mucogenic,,X15162365,,DUKE,6-Feb-07,
173435,D-LIMONENE,Differentiator,"8,000 mg/kg",BO2,,DUKE,6-Feb-07,
173436,KORBERIN-A,Antibacterial,,PC34:265,,DUKE,6-Feb-07,
173437,KORBERIN-B,Antibacterial,,PC34:265,,DUKE,6-Feb-07,
173438,KORBERIN-A,Pesticide,,,,DUKE,6-Feb-07,
173439,KORBERIN-B,Pesticide,,,,DUKE,6-Feb-07,
173440,MAGNOFLORINE,Curaroid,<1% tubocurarine,HDN,,DUKE,6-Feb-07,
173441,MAGNOFLORINE,Paralytic,,HDN,,DUKE,6-Feb-07,
173442,MAGNOFLORINE,Toxic,,HDN,,DUKE,6-Feb-07,
173457,VANILLIN,Antianemic,,X15180869,,DUKE,6-Feb-07,
173458,VANILLIN,Antidrepanocytic,,X15180869,,DUKE,6-Feb-07,
173459,VANILLIN,Antiescherichic,10-100 mmol/l,X15186447,,DUKE,6-Feb-07,
173460,VANILLIN,Antilactobacillic,10-100 mmol/l,X15186447,,DUKE,6-Feb-07,
173461,VANILLIN,Antilisteria,,X14968973,,DUKE,6-Feb-07,
173462,VANILLIN,Antiyeast,8-30 mM,X14968976,,DUKE,6-Feb-07,
173463,VANILLIN,Bacteristat,10-40 mmol/l,X15186447,,DUKE,6-Feb-07,
173464,VANILLIN,Candidicide,8-20 mM,X14968976,,DUKE,6-Feb-07,
173465,GLAUCINE,Antinociceptive,,PR14:401,,DUKE,6-Feb-07,
173501,ALSTONERINE,Antimalarial,IC50=9.7-46.3 uM,RAS,,DUKE,24-Feb-07,
173502,ALSTONERINE,Antiplasmodial,IC50=9.7-46.3 uM,RAS,,DUKE,24-Feb-07,
173468,1-O-ACETYLNORPLUVIININE,Antimalarial,IC50=28.3-34.2 ug/ml,RAS,,DUKE,24-Feb-07,
173469,1-O-ACETYLNORPLUVIININE,Antiplasmodial,IC50=28.3-34.2 ug/ml,RAS,,DUKE,24-Feb-07,
173471,6-ACETYLSWIETENOLIDE,Antimalarial,IC50=7.5 ug/ml,RAS,,DUKE,24-Feb-07,
173472,6-ACETYLSWIETENOLIDE,Antiplasmodial,IC50=7.5 ug/ml,RAS,,DUKE,24-Feb-07,
173473,AFFINISINE,Antimalarial,IC50=5->5 ug/ml,RAS,,DUKE,24-Feb-07,
173474,AFFINISINE,Antiplasmodial,IC50=5->5 ug/ml,RAS,,DUKE,24-Feb-07,
173503,ALSTOMACROLINE,Antimalarial,IC50=1.1-10.2 uM,RAS,,DUKE,24-Feb-07,
173504,ALSTOMACROLINE,Antiplasmodial,IC50=1.1-10.2 uM,RAS,,DUKE,24-Feb-07,
173505,ALSTOMACROPHYLLINE,Antimalarial,IC50=1.1 uM,RAS,,DUKE,24-Feb-07,
173506,ALSTOMACROPHYLLINE,Antiplasmodial,IC50=1.1 uM,RAS,,DUKE,24-Feb-07,
173507,ALSTOPHYLLINE,Antimalarial,IC50=12.7-82.5 uM,RAS,,DUKE,24-Feb-07,
173508,ALSTOPHYLLINE,Antiplasmodial,IC50=12.7-82.5 uM,RAS,,DUKE,24-Feb-07,
173509,ALSTOUMERINE,Antimalarial,IC50=13.1 uM,RAS,,DUKE,24-Feb-07,
173510,ALSTOUMERINE,Antiplasmodial,IC50=13.1 uM,RAS,,DUKE,24-Feb-07,
173536,ANCISTROBERTSONINE-A,Antimalarial,IC50=15.9->23.7 uM,RAS,,DUKE,24-Feb-07,
173537,ANCISTROBERTSONINE-A,Antiplasmodial,IC50=15.9->23.7 uM,RAS,,DUKE,24-Feb-07,
173538,ANCISTROBERTSONINE-B,Antimalarial,IC50=9->23.7 uM,RAS,,DUKE,24-Feb-07,
173539,ANCISTROBERTSONINE-B,Antiplasmodial,IC50=9->23.7 uM,RAS,,DUKE,24-Feb-07,
173540,ANCISTROBERTSONINE-C,Antimalarial,IC50=4.5-10.1 uM,RAS,,DUKE,24-Feb-07,
173541,ANCISTROBERTSONINE-C,Antiplasmodial,IC50=4.5-10.1 uM,RAS,,DUKE,24-Feb-07,
173542,ANCISTROBERTSONINE-D,Antimalarial,IC50=4.8 uM,RAS,,DUKE,24-Feb-07,
173543,ANCISTROBERTSONINE-D,Antiplasmodial,IC50=4.8 uM,RAS,,DUKE,24-Feb-07,
173544,ANCISTROBREVINE-B,Antimalarial,IC50=2-4.7 uM,RAS,,DUKE,24-Feb-07,
173545,ANCISTROBREVINE-B,Antiplasmodial,IC50=2-4.7 uM,RAS,,DUKE,24-Feb-07,
173562,ANCISTROHEYNINE-A,Antimalarial,IC50=2.1 ug/ml,RAS,,DUKE,24-Feb-07,
173563,ANCISTROHEYNINE-A,Antiplasmodial,IC50=2.1 ug/ml,RAS,,DUKE,24-Feb-07,
173564,ANCISTROLIKOKINE-A,Antimalarial,IC50=0.14-0.19 ug/ml,RAS,,DUKE,24-Feb-07,
173565,ANCISTROLIKOKINE-A,Antiplasmodial,IC50=0.14-0.19 ug/ml,RAS,,DUKE,24-Feb-07,
173566,ANCISTROLIKOKINE-B,Antimalarial,IC50=0.21-0.54 ug/ml,RAS,,DUKE,24-Feb-07,
173567,ANCISTROLIKOKINE-B,Antiplasmodial,IC50=0.21-0.54 ug/ml,RAS,,DUKE,24-Feb-07,
173568,ANCISTROLIKOKINE-C,Antimalarial,IC50=0.62-0.92 ug/ml,RAS,,DUKE,24-Feb-07,
173569,ANCISTROLIKOKINE-C,Antiplasmodial,IC50=0.62-0.92 ug/ml,RAS,,DUKE,24-Feb-07,
173571,ANHYDROLYCORINE,Antimalarial,IC50=6.1-6.4 ug/ml,RAS,,DUKE,24-Feb-07,
173572,ANHYDROLYCORINE,Antiplasmodial,IC50=6.1-6.4 ug/ml,RAS,,DUKE,24-Feb-07,
173574,ANOLIGNAN,Antimalarial,IC50=20 uM,RAS,,DUKE,24-Feb-07,
173575,ANOLIGNAN,Antiplasmodial,IC50=20 uM,RAS,,DUKE,24-Feb-07,
173576,(-)-ANONAINE,Antimalarial,IC50=1290-1900 ug/ml,RAS,,DUKE,24-Feb-07,
173577,(-)-ANONAINE,Antiplasmodial,IC50=1290-1900 ug/ml,RAS,,DUKE,24-Feb-07,
173580,ARTEMISININ,Antimalarial,"IC50=1.4 nM or 0.0014 uM (ED95=1,000 mg/man/day)",,,DUKE,24-Feb-07,
173581,ARTEINCULTON,Antimalarial,IC50=7.5 ug/ml,RAS,,DUKE,24-Feb-07,
173582,ARTEINCULTON,Antiplasmodial,IC50=7.5 ug/ml,RAS,,DUKE,24-Feb-07,
173584,(-)-ASIMILOBINE,Antimalarial,IC50=470-950 ug/ml,RAS,,DUKE,24-Feb-07,
173585,(-)-ASIMILOBINE,Antiplasmodial,IC50=470-950 ug/ml,RAS,,DUKE,24-Feb-07,
173587,AUGUSTINE,Antimalarial,IC50=0.14-0.18 ug/ml,RAS,,DUKE,24-Feb-07,
173588,AUGUSTINE,Antiplasmodial,IC50=0.14-0.18 ug/ml,RAS,,DUKE,24-Feb-07,
173590,BENZOISOQUINOLONE-5-10-DIONE,Antimalarial,IC50=0.84 ug/ml,RAS,,DUKE,24-Feb-07,
173591,BENZOISOQUINOLONE-5-10-DIONE,Antiplasmodial,IC50=0.84 ug/ml,RAS,,DUKE,24-Feb-07,
173593,3-O-BENZOYLHOSLOPPONE,Antimalarial,IC50=0.4 ug/ml,RAS,,DUKE,24-Feb-07,
